merchant_id,refund_rate,chargeback_rate,refund_acceleration,chargeback_acceleration,gmv_pct_change,gmv_trend_slope,gmv_volatility,anomaly_score,cb_to_refund_conversion,refund_rate_zscore_peer,chargeback_rate_zscore_peer,refund_rate_zscore_personal,gmv_consecutive_declines,txn_count_volatility,cumulative_refund_spikes,refund_x_chargeback,survival_prob_4w,p_failure_4w,merchant_vintage,is_new_merchant,is_top20_gmv_merchant,gmv_mom_4w,refund_jerk,top_driver_1,top_driver_1_val,top_driver_2,top_driver_2_val,top_driver_3,top_driver_3_val,alert_text
MID_0011,0.21004477,0.00240057,0.008070987,-0.006880303,0.0747776,-0.0109935235,-0.03681244,0.9331924,0.07516468,-0.30676252,-0.16040154,0.0885563,-0.00010586026,0.026917225,0.0,-2.655016,0.0,0.0,0.0,0.0,0.011408996,0.005939272,-0.006610905,refund_x_chargeback,-2.655,anomaly_score,0.9332,refund_rate_zscore_peer,-0.3068,"Score driven by refund_x_chargeback (increased risk, 2.65pts) and anomaly_score (reduced risk, 0.93pts)."
MID_0012,0.6322429,0.11573975,0.0071519814,0.04606086,0.07759576,0.14795078,-0.009921689,-0.5347332,-0.0061152554,-0.27012694,-0.1827328,-0.21472523,-9.2464856e-05,0.105335176,0.0,-2.8117583,0.0,0.0,0.0,0.0,0.010019878,0.0060021663,-0.003659886,refund_x_chargeback,-2.8118,refund_rate,0.6322,anomaly_score,-0.5347,"Score driven by refund_x_chargeback (increased risk, 2.81pts) and refund_rate (reduced risk, 0.63pts)."
MID_0013,2.2451425,0.22146098,-0.0032988528,0.012479983,-0.13418433,-0.7937338,-0.003471035,0.49145368,-0.013639144,-0.08177209,-0.20955655,0.13154092,0.00053211657,-0.09461143,0.0,-0.7443684,0.0,0.0,0.0,0.0,-0.041368753,-0.04266236,0.01770836,refund_rate,2.2451,gmv_trend_slope,-0.7937,refund_x_chargeback,-0.7444,"Score driven by refund_rate (reduced risk, 2.25pts) and gmv_trend_slope (increased risk, 0.79pts)."
MID_0014,4.5436306,0.95179373,-0.023015717,0.014603866,0.071818896,0.04507395,-0.00037002796,1.5787137,0.012638512,0.15824427,0.20210916,0.091116145,-0.0010932299,0.022661436,0.0,1.3075228,0.0,0.0,0.0,0.0,0.004422076,0.077511735,-0.020385062,refund_rate,4.5436,anomaly_score,1.5787,refund_x_chargeback,1.3075,"Score driven by refund_rate (reduced risk, 4.54pts) and anomaly_score (reduced risk, 1.58pts)."
MID_0015,0.7196131,-0.023446264,0.0092295455,0.030997949,0.06777518,0.14297082,-0.011963408,1.7130947,-0.02138424,-0.25474617,-0.18882808,0.011321126,-0.00010586026,0.0333563,0.0,-2.5157328,0.0,0.0,0.0,0.0,0.008718377,0.05398132,0.0010541737,refund_x_chargeback,-2.5157,anomaly_score,1.7131,refund_rate,0.7196,"Score driven by refund_x_chargeback (increased risk, 2.52pts) and anomaly_score (reduced risk, 1.71pts)."
MID_0016,4.7267556,0.7840401,-0.0021373406,0.012769747,0.07498135,0.112707436,0.007745656,-0.44400212,-0.024875944,0.16471988,0.08369221,0.019001935,-0.00045583438,-0.019767616,0.0,1.1387067,0.0,0.0,0.0,0.0,-0.025419831,-0.026816728,0.019605685,refund_rate,4.7268,refund_x_chargeback,1.1387,chargeback_rate,0.784,"Score driven by refund_rate (reduced risk, 4.73pts) and refund_x_chargeback (reduced risk, 1.14pts)."
MID_0017,4.4345627,0.9172204,-0.07518158,-0.015685547,-0.12156954,-0.47344476,-0.031186778,-3.0285492,-0.011985724,0.24520017,0.14324854,-0.51564175,0.0013223534,-0.018335866,0.0,0.9133172,0.0,0.0,0.0,0.0,0.005412691,-0.17404531,0.018334912,refund_rate,4.4346,anomaly_score,-3.0285,chargeback_rate,0.9172,"Score driven by refund_rate (reduced risk, 4.43pts) and anomaly_score (increased risk, 3.03pts)."
MID_0018,4.3483715,0.53124434,0.0057008187,-0.070195176,0.09345531,0.18981531,0.0050009834,-0.22175512,0.008025135,0.16682293,0.06764653,0.14394893,-0.000114507326,0.022875803,0.0,1.0867933,0.0,0.0,0.0,0.0,0.00992285,0.07394491,0.01431902,refund_rate,4.3484,refund_x_chargeback,1.0868,chargeback_rate,0.5312,"Score driven by refund_rate (reduced risk, 4.35pts) and refund_x_chargeback (reduced risk, 1.09pts)."
MID_0019,5.1158786,1.0020089,0.018730884,0.018168328,-0.07954071,0.25019592,-0.004005694,0.8549779,0.014962844,0.21132876,0.2676978,0.12183058,0.00020887752,0.0281891,0.0,1.453242,0.0,0.0,0.0,0.0,0.005473995,-0.082700886,0.0074131503,refund_rate,5.1159,refund_x_chargeback,1.4532,chargeback_rate,1.002,"Score driven by refund_rate (reduced risk, 5.12pts) and refund_x_chargeback (reduced risk, 1.45pts)."
MID_0020,2.6789849,0.4766434,0.018090924,-0.028821548,0.060451455,0.31377876,-0.017297111,1.8633296,-0.019512028,0.055790503,0.03179753,0.2627758,-0.00027904904,-0.047525667,0.0,0.5436225,0.0,0.0,0.0,0.0,0.01137953,0.09217613,-0.00023354824,refund_rate,2.679,anomaly_score,1.8633,refund_x_chargeback,0.5436,"Score driven by refund_rate (reduced risk, 2.68pts) and anomaly_score (reduced risk, 1.86pts)."
MID_0021,4.4878063,0.7626828,-0.0012573103,0.017846849,-0.09946489,-0.52351207,0.004202345,0.5391191,0.001727729,0.19277798,0.19061531,0.03207272,0.00015809991,0.010555146,0.0,0.9928977,0.0,0.0,0.0,0.0,0.0054905983,-0.1077477,0.019463507,refund_rate,4.4878,refund_x_chargeback,0.9929,chargeback_rate,0.7627,"Score driven by refund_rate (reduced risk, 4.49pts) and refund_x_chargeback (reduced risk, 0.99pts)."
MID_0022,4.8192763,0.9550383,-0.002900676,0.02218392,-0.106099844,-0.22545403,-0.017888494,0.48526856,0.019175455,0.20426738,0.24470674,0.11519385,0.0001592453,-0.013792365,0.0,1.3498226,0.0,0.0,0.0,0.0,0.0050876695,-0.14943075,-0.010311081,refund_rate,4.8193,refund_x_chargeback,1.3498,chargeback_rate,0.955,"Score driven by refund_rate (reduced risk, 4.82pts) and refund_x_chargeback (reduced risk, 1.35pts)."
MID_0023,3.4988708,0.27435762,0.0013958161,0.014613262,0.084258296,-0.6563317,-0.0053765825,1.0357106,0.001905004,0.16284014,0.038110785,0.16506177,-0.001561366,-0.020406099,0.0,0.84755087,0.0,0.0,0.0,0.0,-0.03354236,-0.08904395,0.0024147616,refund_rate,3.4989,anomaly_score,1.0357,refund_x_chargeback,0.8476,"Score driven by refund_rate (reduced risk, 3.50pts) and anomaly_score (reduced risk, 1.04pts)."
MID_0024,2.3138793,0.20627667,0.032683738,0.023728648,-0.08935654,0.0012962276,-0.0095797395,1.1603732,0.0014223035,-0.11332943,-0.16966084,0.12095075,0.00020033446,0.045266118,0.0,-0.79957545,0.0,0.0,0.0,0.0,-0.031662233,0.049906418,-0.010120257,refund_rate,2.3139,anomaly_score,1.1604,refund_x_chargeback,-0.7996,"Score driven by refund_rate (reduced risk, 2.31pts) and anomaly_score (reduced risk, 1.16pts)."
MID_0025,4.612707,0.9429041,-0.017917223,0.016684832,-0.002118923,0.20819806,0.0008419438,1.0961807,0.012996617,0.17145218,0.19286075,0.11693713,0.0010797546,0.017867072,0.0,1.2860712,0.0,0.0,0.0,0.0,0.004519763,0.081991315,-0.017014088,refund_rate,4.6127,refund_x_chargeback,1.2861,anomaly_score,1.0962,"Score driven by refund_rate (reduced risk, 4.61pts) and refund_x_chargeback (reduced risk, 1.29pts)."
MID_0026,0.28962302,-0.2881151,0.020334113,-0.047331907,0.11199201,-0.31376314,-0.020152679,-2.1364114,0.024552532,-0.29595098,-0.22692071,0.13648088,-0.0008563133,-0.0649261,0.0,-3.7306411,0.0,0.0,0.0,0.0,0.008914027,-0.078763105,-0.02627006,refund_x_chargeback,-3.7306,anomaly_score,-2.1364,gmv_trend_slope,-0.3138,"Score driven by refund_x_chargeback (increased risk, 3.73pts) and anomaly_score (increased risk, 2.14pts)."
MID_0027,3.145557,0.13769889,0.0017506201,0.02077537,-0.10104268,0.056141756,-0.005493128,1.240604,0.013334079,0.06671068,-0.18148872,0.22025758,0.0002620256,0.02741627,0.0,0.38763228,0.0,0.0,0.0,0.0,0.012699163,-0.0362019,-0.055500187,refund_rate,3.1456,anomaly_score,1.2406,refund_x_chargeback,0.3876,"Score driven by refund_rate (reduced risk, 3.15pts) and anomaly_score (reduced risk, 1.24pts)."
MID_0028,3.8724227,0.45829678,0.016778337,-0.029187594,-0.14565617,-0.031355906,-0.014988039,0.61299217,-0.021086844,0.1386811,-0.0055134576,0.14987116,0.0002620256,0.019371366,0.0,0.91738945,0.0,0.0,0.0,0.0,0.0117108775,-0.07688883,-0.07529238,refund_rate,3.8724,refund_x_chargeback,0.9174,anomaly_score,0.613,"Score driven by refund_rate (reduced risk, 3.87pts) and refund_x_chargeback (reduced risk, 0.92pts)."
MID_0029,4.6968193,0.90920603,0.009518259,0.012459391,-0.11909094,-0.09061071,0.003402438,0.9976231,0.013949358,0.17147037,0.23427795,0.06817639,0.00020351159,0.023832321,0.0,1.2636893,0.0,0.0,0.0,0.0,0.0047347727,-0.10202837,-0.00992171,refund_rate,4.6968,refund_x_chargeback,1.2637,anomaly_score,0.9976,"Score driven by refund_rate (reduced risk, 4.70pts) and refund_x_chargeback (reduced risk, 1.26pts)."
MID_0030,4.3492684,0.75377667,-0.0060380395,-0.049714215,-0.083046354,0.19515793,0.0014031312,-0.2090713,0.009968459,0.17027892,0.07179955,0.12464562,0.00016616142,0.024336006,0.0,1.0857341,0.0,0.0,0.0,0.0,0.008401595,-0.044157565,-0.029015986,refund_rate,4.3493,refund_x_chargeback,1.0857,chargeback_rate,0.7538,"Score driven by refund_rate (reduced risk, 4.35pts) and refund_x_chargeback (reduced risk, 1.09pts)."
MID_0031,2.300989,0.23675433,0.02134963,0.006885427,0.07851062,0.16653463,-0.02106361,2.2544956,-0.009775889,-0.10274843,-0.115971275,0.13148665,-8.759649e-05,0.04769275,0.0,-0.85180324,0.0,0.0,0.0,0.0,0.00916136,-0.04986158,-0.0007552003,refund_rate,2.301,anomaly_score,2.2545,refund_x_chargeback,-0.8518,"Score driven by refund_rate (reduced risk, 2.30pts) and anomaly_score (reduced risk, 2.25pts)."
MID_0032,4.8882565,0.97609526,0.009308198,0.014337097,-0.0666136,0.07381878,0.0012173459,0.3032943,0.008314635,0.18929462,0.26488882,-0.08755773,0.00016616142,0.00199104,0.0,1.2888927,0.0,0.0,0.0,0.0,0.005947987,-0.08044395,0.005892094,refund_rate,4.8883,refund_x_chargeback,1.2889,chargeback_rate,0.9761,"Score driven by refund_rate (reduced risk, 4.89pts) and refund_x_chargeback (reduced risk, 1.29pts)."
MID_0033,3.5189493,0.70662177,0.0017819667,0.011053157,-0.14515272,-0.7371328,-0.0014508261,-1.0510782,0.00711212,0.16209568,0.17746148,-0.24472983,0.0005239591,-0.05780565,0.0,0.89191943,0.0,0.0,0.0,0.0,-0.017855497,-0.13755953,-0.01201371,refund_rate,3.5189,anomaly_score,-1.0511,refund_x_chargeback,0.8919,"Score driven by refund_rate (reduced risk, 3.52pts) and anomaly_score (increased risk, 1.05pts)."
MID_0034,4.464987,0.7726804,0.008331459,0.0129841855,-0.10401392,-0.505787,0.013480602,1.1297514,-0.031682674,0.15870191,0.2051051,0.12578689,0.00053529366,-0.0252687,0.0,1.0389228,0.0,0.0,0.0,0.0,-0.015314014,0.09898768,0.0057108407,refund_rate,4.465,anomaly_score,1.1298,refund_x_chargeback,1.0389,"Score driven by refund_rate (reduced risk, 4.46pts) and anomaly_score (reduced risk, 1.13pts)."
MID_0035,4.8763103,0.9864519,-0.055471044,0.024791567,-0.09790485,0.15201357,0.009863144,-1.0795118,0.0021331091,0.17370847,0.25787753,-0.13948856,0.00016616141,0.039559923,0.0,1.3120649,0.0,0.0,0.0,0.0,0.0054512653,-0.05336743,0.021557022,refund_rate,4.8763,refund_x_chargeback,1.3121,anomaly_score,-1.0795,"Score driven by refund_rate (reduced risk, 4.88pts) and refund_x_chargeback (reduced risk, 1.31pts)."
MID_0036,1.6518316,0.12655644,0.02074536,-0.10242444,-0.11071229,-0.18552451,-0.0051018544,-2.8123999,0.0128278425,-0.17480758,-0.07612665,-0.0920665,0.0001454229,0.0018082261,0.0,-2.920857,0.0,0.0,0.0,0.0,0.010074473,-0.11250516,-0.018925393,refund_x_chargeback,-2.9209,anomaly_score,-2.8124,refund_rate,1.6518,"Score driven by refund_x_chargeback (increased risk, 2.92pts) and anomaly_score (increased risk, 2.81pts)."
MID_0037,1.4961597,0.09973316,0.01133373,-0.022933805,-0.13222662,-0.36776856,-0.013189755,-0.25400525,0.020096997,-0.20291759,-0.18376021,-0.011595178,0.000520782,-0.05849772,0.0,-2.401272,0.0,0.0,0.0,0.0,-0.03607488,0.012973479,-0.0044513443,refund_x_chargeback,-2.4013,refund_rate,1.4962,gmv_trend_slope,-0.3678,"Score driven by refund_x_chargeback (increased risk, 2.40pts) and refund_rate (reduced risk, 1.50pts)."
MID_0038,5.173789,0.7728659,0.01861948,-0.046070352,-0.1093073,-0.0019914063,-0.017505758,-2.3383317,0.010702687,0.14685856,0.08330081,-0.29089126,0.00019217702,0.018508643,0.0,1.1016216,0.0,0.0,0.0,0.0,0.0060079633,-0.090904415,-0.020055957,refund_rate,5.1738,anomaly_score,-2.3383,refund_x_chargeback,1.1016,"Score driven by refund_rate (reduced risk, 5.17pts) and anomaly_score (increased risk, 2.34pts)."
MID_0039,4.9035172,1.0031195,-0.07427647,0.033995073,0.09004629,0.23932889,0.015127848,-1.05725,0.0014190796,0.18441638,0.26166046,-0.12147016,-0.000175413,0.010876075,0.0,1.3515602,0.0,0.0,0.0,0.0,0.0053701443,0.079437576,-0.014648363,refund_rate,4.9035,refund_x_chargeback,1.3516,anomaly_score,-1.0573,"Score driven by refund_rate (reduced risk, 4.90pts) and refund_x_chargeback (reduced risk, 1.35pts)."
MID_0040,2.7080114,0.29707462,-0.019983245,0.008216734,-6.884949e-05,-0.06007855,-0.009222965,0.7461565,-0.03289626,0.058189586,0.018834034,0.21390373,0.0006065483,0.019071605,0.0,0.55641186,0.0,0.0,0.0,0.0,-0.04911909,-0.011178051,-0.013834024,refund_rate,2.708,anomaly_score,0.7462,refund_x_chargeback,0.5564,"Score driven by refund_rate (reduced risk, 2.71pts) and anomaly_score (reduced risk, 0.75pts)."
MID_0041,4.76536,0.98468965,0.016990049,0.023493601,0.07686259,0.2885366,0.0018915997,2.0840483,0.01150743,0.13699046,0.20657536,0.12698302,-9.793998e-05,0.022435976,0.0,1.3253351,0.0,0.0,0.0,0.0,0.004966573,0.0988378,0.002195044,refund_rate,4.7654,anomaly_score,2.084,refund_x_chargeback,1.3253,"Score driven by refund_rate (reduced risk, 4.77pts) and anomaly_score (reduced risk, 2.08pts)."
MID_0042,-3.236614,0.53000796,0.025692305,0.0065587517,0.111445874,0.058150783,-0.06832991,1.1658045,0.007568428,-0.6146805,-0.30165118,0.0782197,-9.2464856e-05,0.047784258,0.0,-1.885111,0.0,0.0,0.0,0.0,0.010691257,0.06000009,-0.017127797,refund_rate,-3.2366,refund_x_chargeback,-1.8851,anomaly_score,1.1658,"Score driven by refund_rate (increased risk, 3.24pts) and refund_x_chargeback (increased risk, 1.89pts)."
MID_0043,4.901711,0.9513887,-0.0042590676,-0.035506256,0.007420665,0.10024473,-0.0053843404,0.4796695,0.019484133,0.20667975,0.22269572,0.10051624,0.00016616142,0.020171657,0.0,1.3220277,0.0,0.0,0.0,0.0,0.005687386,-0.058367558,-0.024016295,refund_rate,4.9017,refund_x_chargeback,1.322,chargeback_rate,0.9514,"Score driven by refund_rate (reduced risk, 4.90pts) and refund_x_chargeback (reduced risk, 1.32pts)."
MID_0044,-4.173042,0.8268149,-0.09684283,-0.030510793,-0.27903396,-0.25077114,-0.008729208,-3.7297862,-0.008700521,-0.4508207,-0.072183065,-0.33546573,0.00015000292,0.033101954,0.0,-1.9121971,0.0,0.0,0.0,0.0,-0.022701599,-0.054698948,0.013598598,refund_rate,-4.173,anomaly_score,-3.7298,refund_x_chargeback,-1.9122,"Score driven by refund_rate (increased risk, 4.17pts) and anomaly_score (increased risk, 3.73pts)."
MID_0045,3.7950654,0.44536918,-0.044439383,0.027480232,0.0701055,0.3803467,-0.014996153,1.8827226,0.0009820411,0.14092533,0.034641348,0.2175037,-8.319093e-05,-0.035572615,0.0,0.9532077,0.0,0.0,0.0,0.0,0.008368572,0.11018716,0.014033791,refund_rate,3.7951,anomaly_score,1.8827,refund_x_chargeback,0.9532,"Score driven by refund_rate (reduced risk, 3.80pts) and anomaly_score (reduced risk, 1.88pts)."
MID_0046,2.0670493,0.16283041,-0.003851178,0.018788481,-0.044995096,0.068280235,-0.0027664497,1.1532911,-0.0078500025,-0.10523148,-0.16352738,0.1351958,0.00017680835,0.034582812,0.0,-1.3977218,0.0,0.0,0.0,0.0,0.007928874,-0.012404068,-0.013126865,refund_rate,2.067,refund_x_chargeback,-1.3977,anomaly_score,1.1533,"Score driven by refund_rate (reduced risk, 2.07pts) and refund_x_chargeback (increased risk, 1.40pts)."
MID_0047,4.452143,0.72198075,0.016595604,0.019919688,-0.079571836,0.07073391,0.0022261532,1.4100542,0.009499737,0.17727132,0.17139888,0.12505516,0.00016501603,0.0061552846,0.0,1.0500126,0.0,0.0,0.0,0.0,0.0047653643,-0.064644136,0.00964437,refund_rate,4.4521,anomaly_score,1.4101,refund_x_chargeback,1.05,"Score driven by refund_rate (reduced risk, 4.45pts) and anomaly_score (reduced risk, 1.41pts)."
MID_0048,5.0998526,1.0074278,0.009957382,0.020840965,-0.10504673,0.058377948,-0.009398979,0.62379193,0.013938025,0.21128839,0.24733877,0.11442238,0.000177496,0.023640059,0.0,1.3761473,0.0,0.0,0.0,0.0,0.005044945,-0.09551224,0.0064304387,refund_rate,5.0999,refund_x_chargeback,1.3761,chargeback_rate,1.0074,"Score driven by refund_rate (reduced risk, 5.10pts) and refund_x_chargeback (reduced risk, 1.38pts)."
MID_0049,0.19126385,-0.09923216,0.028876884,0.0038032674,-0.12667936,-0.30215153,-0.02503773,-0.13128558,0.012075344,-0.30615708,-0.20773236,0.11349983,0.00018951809,-0.051087737,0.0,-3.3796916,0.0,0.0,0.0,0.0,0.010326953,0.014215036,0.0185471,refund_x_chargeback,-3.3797,refund_rate_zscore_peer,-0.3062,gmv_trend_slope,-0.3022,"Score driven by refund_x_chargeback (increased risk, 3.38pts) and refund_rate_zscore_peer (increased risk, 0.31pts)."
MID_0050,4.404641,0.9471713,0.019550132,0.02021217,0.06550098,0.01867954,0.00037392386,1.9247966,0.012131147,0.15227619,0.2010197,0.124772236,-8.828413e-05,0.01119494,0.0,1.2778089,0.0,0.0,0.0,0.0,0.0050898376,-0.082007974,0.004209392,refund_rate,4.4046,anomaly_score,1.9248,refund_x_chargeback,1.2778,"Score driven by refund_rate (reduced risk, 4.40pts) and anomaly_score (reduced risk, 1.92pts)."
MID_0051,0.4638901,0.10826132,0.00927647,0.04116744,0.13376538,0.15201253,0.0140575925,-0.7260929,-0.0071986285,-0.27070585,-0.17331614,-0.18791321,-9.2464856e-05,0.11277496,0.0,-2.8805134,0.0,0.0,0.0,0.0,0.009591821,0.02323662,-0.00082610326,refund_x_chargeback,-2.8805,anomaly_score,-0.7261,refund_rate,0.4639,"Score driven by refund_x_chargeback (increased risk, 2.88pts) and anomaly_score (increased risk, 0.73pts)."
MID_0052,4.967289,0.98009264,-0.004579862,-0.076519996,0.07010859,0.20660412,-0.015296534,0.75511473,0.015597585,0.20368095,0.1871227,0.10612419,-0.000116203744,0.009824538,0.0,1.3387134,0.0,0.0,0.0,0.0,0.005009304,0.050572503,0.012439242,refund_rate,4.9673,refund_x_chargeback,1.3387,chargeback_rate,0.9801,"Score driven by refund_rate (reduced risk, 4.97pts) and refund_x_chargeback (reduced risk, 1.34pts)."
MID_0053,0.4215139,-0.15191157,0.040440273,-0.0633585,-0.15477394,0.18319075,-0.023581771,-2.896454,0.007905463,-0.26358706,-0.17005104,-0.099329755,0.0001968553,-0.00246394,0.0,-3.467327,0.0,0.0,0.0,0.0,0.00803504,-0.047292996,-0.012060683,refund_x_chargeback,-3.4673,anomaly_score,-2.8965,refund_rate,0.4215,"Score driven by refund_x_chargeback (increased risk, 3.47pts) and anomaly_score (increased risk, 2.90pts)."
MID_0054,0.69616383,0.19050418,-0.025871035,-0.030608758,-0.118716955,-0.30014724,-0.017265812,-2.821281,-0.029358363,-0.32955673,-0.17582974,-0.27087748,0.00050830207,-0.053036306,0.0,-2.6494231,0.0,0.0,0.0,0.0,-0.026465703,-0.08177672,0.0076641957,anomaly_score,-2.8213,refund_x_chargeback,-2.6494,refund_rate,0.6962,"Score driven by anomaly_score (increased risk, 2.82pts) and refund_x_chargeback (increased risk, 2.65pts)."
MID_0055,2.5203474,0.55127734,-0.025883226,0.015925292,-0.023964234,0.027867028,-0.003400738,0.2766255,-0.002481995,0.040259,0.039670106,-0.292772,0.00025069102,0.01484189,0.0,0.70903486,0.0,0.0,0.0,0.0,0.012952346,0.0027905873,-0.060260188,refund_rate,2.5203,refund_x_chargeback,0.709,chargeback_rate,0.5513,"Score driven by refund_rate (reduced risk, 2.52pts) and refund_x_chargeback (reduced risk, 0.71pts)."
MID_0056,4.7927876,0.978896,-0.073619105,0.020958154,0.05164485,-0.11033054,-0.020784743,0.51118696,0.013568525,0.17581314,0.23605143,0.12018446,-0.00092868874,-0.017583478,0.0,1.3860084,0.0,0.0,0.0,0.0,0.0047839493,0.08177782,-0.074566305,refund_rate,4.7928,refund_x_chargeback,1.386,chargeback_rate,0.9789,"Score driven by refund_rate (reduced risk, 4.79pts) and refund_x_chargeback (reduced risk, 1.39pts)."
MID_0057,3.8662412,0.7311821,0.019391552,-0.007837086,-0.072690025,0.2366355,-0.025559261,1.1975576,0.007523662,0.16403614,0.17738627,0.18158141,0.00020887752,0.010657889,0.0,0.95604223,0.0,0.0,0.0,0.0,0.004671421,-0.066306084,0.0069973157,refund_rate,3.8662,anomaly_score,1.1976,refund_x_chargeback,0.956,"Score driven by refund_rate (reduced risk, 3.87pts) and anomaly_score (reduced risk, 1.20pts)."
MID_0058,-2.6959743,0.31279716,0.027502345,0.03376637,-0.2051574,0.03512252,-0.03116644,-3.0378304,0.031224495,-0.36909974,-0.18196027,0.14330763,0.0015854863,-0.014054466,0.0,-2.3088403,0.0,0.0,0.0,0.0,0.009307737,-0.04487341,-0.024236439,anomaly_score,-3.0378,refund_rate,-2.696,refund_x_chargeback,-2.3088,"Score driven by anomaly_score (increased risk, 3.04pts) and refund_rate (increased risk, 2.70pts)."
