merchant_id,segment,week,health_score,survival_prob_4w,p_failure_4w,revenue_at_risk,net_revenue_at_risk,refund_rate,chargeback_rate,anomaly_score,cluster_label,umap_x,umap_y,xgb_predicted_score,risk_tier,top_driver_1_x,top_driver_1_val_x,top_driver_2_x,top_driver_2_val_x,alert_text_x,survival_prob_now,gmv_4w_avg,drift_score,drift_euclidean,drift_composite,top_driver_1_y,top_driver_1_val_y,top_driver_2_y,top_driver_2_val_y,alert_text_y,watchlist_flag,alert_severity
MID_0011,healthy,24,68.70882591551937,0.5,0.5,196390.82,192576.82,0.15659,0.02617,9.38,Healthy,5.5074,7.1675,68.66,Yellow,refund_x_chargeback,-2.655,anomaly_score,0.9332,"Score driven by refund_x_chargeback (increased risk, 2.65pts) and anomaly_score (reduced risk, 0.93pts).",0.5,95350.0475,0.4547,0.1169,0.3196,refund_x_chargeback,-2.655,anomaly_score,0.9332,"Score driven by refund_x_chargeback (increased risk, 2.65pts) and anomaly_score (reduced risk, 0.93pts).",0,LOW
MID_0012,healthy,24,67.52297667895778,0.5,0.5,227766.53,223327.75,0.15463,0.02728,14.24,Healthy,5.3676,7.7284,67.52,Yellow,refund_x_chargeback,-2.8118,refund_rate,0.6322,"Score driven by refund_x_chargeback (increased risk, 2.81pts) and refund_rate (reduced risk, 0.63pts).",0.5,110969.4825,0.6296,0.1328,0.4309,refund_x_chargeback,-2.8118,refund_rate,0.6322,"Score driven by refund_x_chargeback (increased risk, 2.81pts) and refund_rate (reduced risk, 0.63pts).",1,MEDIUM
MID_0013,healthy,24,71.39223903502331,0.5,0.5,859094.73,842270.47,0.09514,0.01668,9.69,Healthy,13.3972,12.9499,71.37,Yellow,refund_rate,2.2451,gmv_trend_slope,-0.7937,"Score driven by refund_rate (reduced risk, 2.25pts) and gmv_trend_slope (increased risk, 0.79pts).",0.5,420606.5,1.0,0.1901,0.676,refund_rate,2.2451,gmv_trend_slope,-0.7937,"Score driven by refund_rate (reduced risk, 2.25pts) and gmv_trend_slope (increased risk, 0.79pts).",1,HIGH
MID_0014,healthy,24,79.32205639724957,0.5,0.5,251462.8,246486.74,0.02523,0.00461,5.23,Healthy,17.6389,10.2193,79.44,Green,refund_rate,4.5436,anomaly_score,1.5787,"Score driven by refund_rate (reduced risk, 4.54pts) and anomaly_score (reduced risk, 1.58pts).",0.5,124401.4425,0.3502,0.1375,0.2651,refund_rate,4.5436,anomaly_score,1.5787,"Score driven by refund_rate (reduced risk, 4.54pts) and anomaly_score (reduced risk, 1.58pts).",0,LOW
MID_0015,healthy,24,70.17266491674022,0.5,0.5,302753.58,296867.98,0.14825,0.02787,6.17,Healthy,5.472,7.4561,70.18,Yellow,refund_x_chargeback,-2.5157,anomaly_score,1.7131,"Score driven by refund_x_chargeback (increased risk, 2.52pts) and anomaly_score (reduced risk, 1.71pts).",0.5,147140.015,0.6941,0.1442,0.4741,refund_x_chargeback,-2.5157,anomaly_score,1.7131,"Score driven by refund_x_chargeback (increased risk, 2.52pts) and anomaly_score (reduced risk, 1.71pts).",1,MEDIUM
MID_0016,healthy,24,76.99318413105684,0.5,0.5,637967.72,625257.95,0.01988,0.00922,12.01,Healthy,9.5584,7.4485,77.01,Green,refund_rate,4.7268,refund_x_chargeback,1.1387,"Score driven by refund_rate (reduced risk, 4.73pts) and refund_x_chargeback (reduced risk, 1.14pts).",0.5,317744.26249999995,0.3213,0.1248,0.2427,refund_rate,4.7268,refund_x_chargeback,1.1387,"Score driven by refund_rate (reduced risk, 4.73pts) and refund_x_chargeback (reduced risk, 1.14pts).",0,LOW
MID_0017,healthy,24,72.6558169809028,0.5,0.5,516932.79,506652.07,0.03932,0.00602,22.37,Healthy,12.6908,13.3308,72.62,Yellow,refund_rate,4.4346,anomaly_score,-3.0285,"Score driven by refund_rate (reduced risk, 4.43pts) and anomaly_score (increased risk, 3.03pts).",0.5,257017.88499999995,1.0,0.4421,0.7768,refund_rate,4.4346,anomaly_score,-3.0285,"Score driven by refund_rate (reduced risk, 4.43pts) and anomaly_score (increased risk, 3.03pts).",1,HIGH
MID_0018,healthy,24,76.98886674438424,0.5,0.5,210450.11,206277.3,0.0234,0.01147,11.05,Healthy,12.1188,4.5333,76.88,Green,refund_rate,4.3484,refund_x_chargeback,1.0868,"Score driven by refund_rate (reduced risk, 4.35pts) and refund_x_chargeback (reduced risk, 1.09pts).",0.5,104320.165,1.0,0.4798,0.7919,refund_rate,4.3484,refund_x_chargeback,1.0868,"Score driven by refund_rate (reduced risk, 4.35pts) and refund_x_chargeback (reduced risk, 1.09pts).",1,HIGH
MID_0019,healthy,24,79.67891640873928,0.5,0.5,185498.15,181802.13,0.01,0.00149,8.37,Risky,0.5491,3.6525,79.61,Green,refund_rate,5.1159,refund_x_chargeback,1.4532,"Score driven by refund_rate (reduced risk, 5.12pts) and refund_x_chargeback (reduced risk, 1.45pts).",0.5,92400.61,0.1247,0.085,0.1088,refund_rate,5.1159,refund_x_chargeback,1.4532,"Score driven by refund_rate (reduced risk, 5.12pts) and refund_x_chargeback (reduced risk, 1.45pts).",0,LOW
MID_0020,healthy,24,76.66553843360018,0.5,0.5,420770.28,412495.89,0.07596,0.0132,3.39,Healthy,7.5483,6.7769,76.7,Green,refund_rate,2.679,anomaly_score,1.8633,"Score driven by refund_rate (reduced risk, 2.68pts) and anomaly_score (reduced risk, 1.86pts).",0.5,206859.735,0.5466,0.1438,0.3855,refund_rate,2.679,anomaly_score,1.8633,"Score driven by refund_rate (reduced risk, 2.68pts) and anomaly_score (reduced risk, 1.86pts).",0,MEDIUM
MID_0021,healthy,24,76.91903725907704,0.5,0.5,468526.55,459235.21,0.02172,0.00696,9.45,Healthy,13.158,13.9022,76.93,Green,refund_rate,4.4878,refund_x_chargeback,0.9929,"Score driven by refund_rate (reduced risk, 4.49pts) and refund_x_chargeback (reduced risk, 0.99pts).",0.5,232283.445,0.5358,0.1451,0.3795,refund_rate,4.4878,refund_x_chargeback,0.9929,"Score driven by refund_rate (reduced risk, 4.49pts) and refund_x_chargeback (reduced risk, 0.99pts).",0,MEDIUM
MID_0022,healthy,24,78.04419617227147,0.5,0.5,416145.72,407888.98,0.01749,0.00139,9.88,Risky,0.4501,3.7022,78.1,Green,refund_rate,4.8193,refund_x_chargeback,1.3498,"Score driven by refund_rate (reduced risk, 4.82pts) and refund_x_chargeback (reduced risk, 1.35pts).",0.5,206418.50250000003,1.0,0.4955,0.7982,refund_rate,4.8193,refund_x_chargeback,1.3498,"Score driven by refund_rate (reduced risk, 4.82pts) and refund_x_chargeback (reduced risk, 1.35pts).",1,HIGH
MID_0023,healthy,24,75.71132278690766,0.5,0.5,559328.93,548263.28,0.04537,0.01402,7.1,Healthy,8.917,7.1087,75.73,Green,refund_rate,3.4989,anomaly_score,1.0357,"Score driven by refund_rate (reduced risk, 3.50pts) and anomaly_score (reduced risk, 1.04pts).",0.5,276641.35,0.7003,0.3635,0.5656,refund_rate,3.4989,anomaly_score,1.0357,"Score driven by refund_rate (reduced risk, 3.50pts) and anomaly_score (reduced risk, 1.04pts).",1,HIGH
MID_0024,healthy,24,73.25805075142897,0.5,0.5,533581.23,523124.7,0.10157,0.0163,7.18,Healthy,13.6947,12.7636,73.14,Yellow,refund_rate,2.3139,anomaly_score,1.1604,"Score driven by refund_rate (reduced risk, 2.31pts) and anomaly_score (reduced risk, 1.16pts).",0.5,261413.13,0.606,0.1217,0.4123,refund_rate,2.3139,anomaly_score,1.1604,"Score driven by refund_rate (reduced risk, 2.31pts) and anomaly_score (reduced risk, 1.16pts).",1,MEDIUM
MID_0025,healthy,24,79.08208278906072,0.5,0.5,197254.96,193344.53,0.02153,0.00486,7.12,Risky,0.2452,3.4802,79.13,Green,refund_rate,4.6127,refund_x_chargeback,1.2861,"Score driven by refund_rate (reduced risk, 4.61pts) and refund_x_chargeback (reduced risk, 1.29pts).",0.5,97760.71,0.2179,0.1122,0.1756,refund_rate,4.6127,refund_x_chargeback,1.2861,"Score driven by refund_rate (reduced risk, 4.61pts) and refund_x_chargeback (reduced risk, 1.29pts).",0,LOW
MID_0026,healthy,24,63.77925081299123,0.5,0.5,409206.39,401336.33,0.15569,0.03904,18.51,Healthy,4.8329,7.6302,63.77,Yellow,refund_x_chargeback,-3.7306,anomaly_score,-2.1364,"Score driven by refund_x_chargeback (increased risk, 3.73pts) and anomaly_score (increased risk, 2.14pts).",0.5,196751.5775,0.7052,0.1772,0.494,refund_x_chargeback,-3.7306,anomaly_score,-2.1364,"Score driven by refund_x_chargeback (increased risk, 3.73pts) and anomaly_score (increased risk, 2.14pts).",1,MEDIUM
MID_0027,healthy,24,75.3816396737752,0.5,0.5,173179.32,169767.42,0.06392,0.01747,6.55,Healthy,13.5356,13.1864,75.36,Green,refund_rate,3.1456,anomaly_score,1.2406,"Score driven by refund_rate (reduced risk, 3.15pts) and anomaly_score (reduced risk, 1.24pts).",0.5,85297.4375,0.6702,0.154,0.4637,refund_rate,3.1456,anomaly_score,1.2406,"Score driven by refund_rate (reduced risk, 3.15pts) and anomaly_score (reduced risk, 1.24pts).",1,MEDIUM
MID_0028,healthy,24,76.05265318003573,0.5,0.5,324149.93,317729.99,0.05014,0.0115,8.73,Healthy,13.3051,13.6905,76.21,Green,refund_rate,3.8724,refund_x_chargeback,0.9174,"Score driven by refund_rate (reduced risk, 3.87pts) and refund_x_chargeback (reduced risk, 0.92pts).",0.5,160498.405,0.2543,0.0956,0.1908,refund_rate,3.8724,refund_x_chargeback,0.9174,"Score driven by refund_rate (reduced risk, 3.87pts) and refund_x_chargeback (reduced risk, 0.92pts).",0,LOW
MID_0029,healthy,24,78.4968568300121,0.5,0.5,294667.62,288811.65,0.02185,0.00404,7.42,Risky,0.472,3.641,78.5,Green,refund_rate,4.6968,refund_x_chargeback,1.2637,"Score driven by refund_rate (reduced risk, 4.70pts) and refund_x_chargeback (reduced risk, 1.26pts).",0.5,146399.355,1.0,0.4775,0.791,refund_rate,4.6968,refund_x_chargeback,1.2637,"Score driven by refund_rate (reduced risk, 4.70pts) and refund_x_chargeback (reduced risk, 1.26pts).",1,HIGH
MID_0030,healthy,24,76.77302983350359,0.5,0.5,336263.7,329564.28,0.03078,0.00954,11.21,Healthy,13.5028,13.9949,76.78,Green,refund_rate,4.3493,refund_x_chargeback,1.0857,"Score driven by refund_rate (reduced risk, 4.35pts) and refund_x_chargeback (reduced risk, 1.09pts).",0.5,167485.495,0.5692,0.1732,0.4108,refund_rate,4.3493,refund_x_chargeback,1.0857,"Score driven by refund_rate (reduced risk, 4.35pts) and refund_x_chargeback (reduced risk, 1.09pts).",1,MEDIUM
MID_0031,healthy,24,74.42255796496137,0.5,0.5,192735.69,188958.09,0.10342,0.01884,2.98,Healthy,7.087,6.3348,74.51,Yellow,refund_rate,2.301,anomaly_score,2.2545,"Score driven by refund_rate (reduced risk, 2.30pts) and anomaly_score (reduced risk, 2.25pts).",0.5,94440.0075,0.1826,0.0861,0.144,refund_rate,2.301,anomaly_score,2.2545,"Score driven by refund_rate (reduced risk, 2.30pts) and anomaly_score (reduced risk, 2.25pts).",0,LOW
MID_0032,healthy,24,78.21837971585565,0.5,0.5,377455.84,369963.39,0.01693,0.0038,10.44,Risky,0.6086,3.6687,78.21,Green,refund_rate,4.8883,refund_x_chargeback,1.2889,"Score driven by refund_rate (reduced risk, 4.89pts) and refund_x_chargeback (reduced risk, 1.29pts).",0.5,187311.225,1.0,0.4818,0.7927,refund_rate,4.8883,refund_x_chargeback,1.2889,"Score driven by refund_rate (reduced risk, 4.89pts) and refund_x_chargeback (reduced risk, 1.29pts).",1,HIGH
MID_0033,healthy,24,73.46882876086471,0.5,0.5,750533.71,735691.29,0.0557,0.00654,14.96,Healthy,12.9635,13.7369,73.48,Yellow,refund_rate,3.5189,anomaly_score,-1.0511,"Score driven by refund_rate (reduced risk, 3.52pts) and anomaly_score (increased risk, 1.05pts).",0.5,371060.575,1.0,0.4626,0.785,refund_rate,3.5189,anomaly_score,-1.0511,"Score driven by refund_rate (reduced risk, 3.52pts) and anomaly_score (increased risk, 1.05pts).",1,HIGH
MID_0034,healthy,24,77.7172233376085,0.5,0.5,732276.31,717742.82,0.02684,0.00636,6.99,Healthy,13.2716,13.8857,77.76,Green,refund_rate,4.465,anomaly_score,1.1298,"Score driven by refund_rate (reduced risk, 4.46pts) and anomaly_score (reduced risk, 1.13pts).",0.5,363337.13,0.3465,0.1106,0.2521,refund_rate,4.465,anomaly_score,1.1298,"Score driven by refund_rate (reduced risk, 4.46pts) and anomaly_score (reduced risk, 1.13pts).",0,LOW
MID_0035,healthy,24,76.87479231751433,0.5,0.5,233595.73,228961.13,0.02832,0.001,14.33,Risky,1.0481,3.5371,76.84,Green,refund_rate,4.8763,refund_x_chargeback,1.3121,"Score driven by refund_rate (reduced risk, 4.88pts) and refund_x_chargeback (reduced risk, 1.31pts).",0.5,115865.0075,1.0,0.4822,0.7929,refund_rate,4.8763,refund_x_chargeback,1.3121,"Score driven by refund_rate (reduced risk, 4.88pts) and refund_x_chargeback (reduced risk, 1.31pts).",1,HIGH
MID_0036,healthy,24,65.59693493610604,0.5,0.5,288005.18,282384.95,0.12998,0.0326,20.33,Healthy,13.3734,12.232,65.62,Yellow,refund_x_chargeback,-2.9209,anomaly_score,-2.8124,"Score driven by refund_x_chargeback (increased risk, 2.92pts) and anomaly_score (increased risk, 2.81pts).",0.5,140505.6375,1.0,0.2015,0.6806,refund_x_chargeback,-2.9209,anomaly_score,-2.8124,"Score driven by refund_x_chargeback (increased risk, 2.92pts) and anomaly_score (increased risk, 2.81pts).",1,HIGH
MID_0037,healthy,24,68.34834826099623,0.5,0.5,814293.88,798345.68,0.12482,0.02815,12.53,Healthy,13.2158,12.3697,68.36,Yellow,refund_x_chargeback,-2.4013,refund_rate,1.4962,"Score driven by refund_x_chargeback (increased risk, 2.40pts) and refund_rate (reduced risk, 1.50pts).",0.5,398705.025,1.0,0.1475,0.659,refund_x_chargeback,-2.4013,refund_rate,1.4962,"Score driven by refund_x_chargeback (increased risk, 2.40pts) and refund_rate (reduced risk, 1.50pts).",1,HIGH
MID_0038,healthy,24,74.81842340019628,0.5,0.5,403823.01,395790.1,0.02405,0.0085,17.97,Healthy,13.157,13.9667,74.83,Yellow,refund_rate,5.1738,anomaly_score,-2.3383,"Score driven by refund_rate (reduced risk, 5.17pts) and anomaly_score (increased risk, 2.34pts).",0.5,200822.63,0.694,0.3655,0.5626,refund_rate,5.1738,anomaly_score,-2.3383,"Score driven by refund_rate (reduced risk, 5.17pts) and anomaly_score (increased risk, 2.34pts).",1,HIGH
MID_0039,healthy,24,77.39330958697266,0.5,0.5,270001.11,264651.45,0.02098,0.001,14.26,Healthy,11.093,5.0914,77.32,Green,refund_rate,4.9035,refund_x_chargeback,1.3516,"Score driven by refund_rate (reduced risk, 4.90pts) and refund_x_chargeback (reduced risk, 1.35pts).",0.5,133741.4925,1.0,0.5242,0.8097,refund_rate,4.9035,refund_x_chargeback,1.3516,"Score driven by refund_rate (reduced risk, 4.90pts) and refund_x_chargeback (reduced risk, 1.35pts).",1,HIGH
MID_0040,healthy,24,74.78877594824357,0.5,0.5,587876.67,576352.27,0.06785,0.01516,8.36,Healthy,13.7051,13.4322,74.84,Yellow,refund_rate,2.708,anomaly_score,0.7462,"Score driven by refund_rate (reduced risk, 2.71pts) and anomaly_score (reduced risk, 0.75pts).",0.5,288109.9875,1.0,0.3005,0.7202,refund_rate,2.708,anomaly_score,0.7462,"Score driven by refund_rate (reduced risk, 2.71pts) and anomaly_score (reduced risk, 0.75pts).",1,HIGH
MID_0041,healthy,24,80.55675537483125,0.5,0.5,294717.98,288855.15,0.02039,0.00435,2.75,Healthy,12.0343,4.2612,80.59,Green,refund_rate,4.7654,anomaly_score,2.084,"Score driven by refund_rate (reduced risk, 4.77pts) and anomaly_score (reduced risk, 2.08pts).",0.5,146570.745,0.5374,0.1661,0.3889,refund_rate,4.7654,anomaly_score,2.084,"Score driven by refund_rate (reduced risk, 4.77pts) and anomaly_score (reduced risk, 2.08pts).",0,MEDIUM
MID_0042,healthy,24,66.34307009330973,0.5,0.5,157755.53,154707.81,0.18387,0.03504,9.84,Healthy,3.9798,7.8713,66.39,Yellow,refund_rate,-3.2366,refund_x_chargeback,-1.8851,"Score driven by refund_rate (increased risk, 3.24pts) and refund_x_chargeback (increased risk, 1.89pts).",0.5,76193.07250000001,0.4737,0.1283,0.3355,refund_rate,-3.2366,refund_x_chargeback,-1.8851,"Score driven by refund_rate (increased risk, 3.24pts) and refund_x_chargeback (increased risk, 1.89pts).",0,LOW
MID_0043,healthy,24,78.5848026002612,0.5,0.5,303030.18,296994.66,0.01159,0.00481,9.89,Risky,0.3851,3.5477,78.62,Green,refund_rate,4.9017,refund_x_chargeback,1.322,"Score driven by refund_rate (reduced risk, 4.90pts) and refund_x_chargeback (reduced risk, 1.32pts).",0.5,150888.025,0.1567,0.0975,0.133,refund_rate,4.9017,refund_x_chargeback,1.322,"Score driven by refund_rate (reduced risk, 4.90pts) and refund_x_chargeback (reduced risk, 1.32pts).",0,LOW
MID_0044,healthy,24,59.87593110516172,0.5,0.5,598792.73,587198.37,0.19631,0.03903,25.25,Healthy,12.5317,11.381,59.86,Yellow,refund_rate,-4.173,anomaly_score,-3.7298,"Score driven by refund_rate (increased risk, 4.17pts) and anomaly_score (increased risk, 3.73pts).",0.5,289859.03500000003,1.0,0.2309,0.6924,refund_rate,-4.173,anomaly_score,-3.7298,"Score driven by refund_rate (increased risk, 4.17pts) and anomaly_score (increased risk, 3.73pts).",1,HIGH
MID_0045,healthy,24,78.34397248354425,0.5,0.5,490442.9,480735.42,0.04584,0.01249,3.88,Healthy,8.6231,7.3283,78.39,Green,refund_rate,3.7951,anomaly_score,1.8827,"Score driven by refund_rate (reduced risk, 3.80pts) and anomaly_score (reduced risk, 1.88pts).",0.5,242687.0875,0.3851,0.1168,0.2778,refund_rate,3.7951,anomaly_score,1.8827,"Score driven by refund_rate (reduced risk, 3.80pts) and anomaly_score (reduced risk, 1.88pts).",0,LOW
MID_0046,healthy,24,72.24843878669466,0.5,0.5,343956.74,337210.85,0.11243,0.02141,7.34,Healthy,13.6563,12.6332,72.3,Yellow,refund_rate,2.067,refund_x_chargeback,-1.3977,"Score driven by refund_rate (reduced risk, 2.07pts) and refund_x_chargeback (increased risk, 1.40pts).",0.5,168647.30250000002,0.5298,0.1275,0.3689,refund_rate,2.067,refund_x_chargeback,-1.3977,"Score driven by refund_rate (reduced risk, 2.07pts) and refund_x_chargeback (increased risk, 1.40pts).",0,MEDIUM
MID_0047,healthy,24,78.58537602301784,0.5,0.5,295868.08,289991.95,0.03059,0.00674,5.92,Risky,0.5659,3.6306,78.51,Green,refund_rate,4.4521,anomaly_score,1.4101,"Score driven by refund_rate (reduced risk, 4.45pts) and anomaly_score (reduced risk, 1.41pts).",0.5,146903.21,0.6173,0.169,0.438,refund_rate,4.4521,anomaly_score,1.4101,"Score driven by refund_rate (reduced risk, 4.45pts) and anomaly_score (reduced risk, 1.41pts).",1,MEDIUM
MID_0048,healthy,24,79.03251418585782,0.5,0.5,188062.87,184327.18,0.01251,0.0023,8.96,Risky,0.5629,3.6945,79.02,Green,refund_rate,5.0999,refund_x_chargeback,1.3761,"Score driven by refund_rate (reduced risk, 5.10pts) and refund_x_chargeback (reduced risk, 1.38pts).",0.5,93392.2825,0.8936,0.2081,0.6194,refund_rate,5.0999,refund_x_chargeback,1.3761,"Score driven by refund_rate (reduced risk, 5.10pts) and refund_x_chargeback (reduced risk, 1.38pts).",1,HIGH
MID_0049,healthy,24,66.10058583411526,0.5,0.5,459144.52,450267.11,0.15837,0.03494,12.25,Healthy,13.1254,11.8478,66.17,Yellow,refund_x_chargeback,-3.3797,refund_rate_zscore_peer,-0.3062,"Score driven by refund_x_chargeback (increased risk, 3.38pts) and refund_rate_zscore_peer (increased risk, 0.31pts).",0.5,221935.1925,0.6417,0.1092,0.4287,refund_x_chargeback,-3.3797,refund_rate_zscore_peer,-0.3062,"Score driven by refund_x_chargeback (increased risk, 3.38pts) and refund_rate_zscore_peer (increased risk, 0.31pts).",1,MEDIUM
MID_0050,healthy,24,79.47339978185549,0.5,0.5,466048.21,456791.68,0.03018,0.00434,3.56,Healthy,12.0114,4.1803,79.52,Green,refund_rate,4.4046,anomaly_score,1.9248,"Score driven by refund_rate (reduced risk, 4.40pts) and anomaly_score (reduced risk, 1.92pts).",0.5,231413.2775,0.7416,0.1972,0.5238,refund_rate,4.4046,anomaly_score,1.9248,"Score driven by refund_rate (reduced risk, 4.40pts) and anomaly_score (reduced risk, 1.92pts).",1,HIGH
MID_0051,healthy,24,67.28761794003388,0.5,0.5,226151.12,221758.42,0.15876,0.02682,14.48,Healthy,5.3006,7.7603,67.23,Yellow,refund_x_chargeback,-2.8805,anomaly_score,-0.7261,"Score driven by refund_x_chargeback (increased risk, 2.88pts) and anomaly_score (increased risk, 0.73pts).",0.5,109817.55,1.0,0.1649,0.666,refund_x_chargeback,-2.8805,anomaly_score,-0.7261,"Score driven by refund_x_chargeback (increased risk, 2.88pts) and anomaly_score (increased risk, 0.73pts).",1,HIGH
MID_0052,healthy,24,79.19167608325508,0.5,0.5,239707.08,234932.21,0.01,0.00524,8.65,Healthy,12.0674,4.8469,79.22,Green,refund_rate,4.9673,refund_x_chargeback,1.3387,"Score driven by refund_rate (reduced risk, 4.97pts) and refund_x_chargeback (reduced risk, 1.34pts).",0.5,119371.7275,0.3062,0.1487,0.2432,refund_rate,4.9673,refund_x_chargeback,1.3387,"Score driven by refund_rate (reduced risk, 4.97pts) and refund_x_chargeback (reduced risk, 1.34pts).",0,LOW
MID_0053,healthy,24,63.677621101697525,0.5,0.5,281356.63,275866.39,0.1576,0.03898,22.71,Healthy,12.7855,11.6069,63.72,Yellow,refund_x_chargeback,-3.4673,anomaly_score,-2.8965,"Score driven by refund_x_chargeback (increased risk, 3.47pts) and anomaly_score (increased risk, 2.90pts).",0.5,137256.12,1.0,0.2152,0.6861,refund_x_chargeback,-3.4673,anomaly_score,-2.8965,"Score driven by refund_x_chargeback (increased risk, 3.47pts) and anomaly_score (increased risk, 2.90pts).",1,HIGH
