merchant_id,week,segment,umap_x,umap_y,cluster_raw,cluster_label
MID_0007,6,healthy,3.4724,8.9343,2,Healthy
MID_0007,7,healthy,-5.2629,3.852,4,Healthy
MID_0007,8,healthy,2.9437,8.6886,2,Healthy
MID_0007,9,healthy,-5.2343,3.9013,4,Healthy
MID_0007,10,healthy,3.5771,5.3153,2,Healthy
MID_0007,11,healthy,-4.2248,2.7602,4,Healthy
MID_0007,12,healthy,-3.2749,7.6244,0,Healthy
MID_0007,13,healthy,4.2914,8.1812,2,Healthy
MID_0007,14,healthy,-4.4765,3.864,4,Healthy
MID_0007,15,healthy,3.8034,9.1325,2,Healthy
MID_0007,16,healthy,-4.233,3.9206,4,Healthy
MID_0007,17,healthy,-2.9787,7.8583,0,Healthy
MID_0007,18,healthy,3.9266,6.0785,2,Healthy
MID_0007,19,healthy,-4.1264,3.0633,4,Healthy
MID_0007,20,healthy,3.8618,9.2602,2,Healthy
MID_0007,21,healthy,-4.7686,3.5929,4,Healthy
MID_0007,22,healthy,3.5514,4.9174,2,Healthy
MID_0007,23,healthy,-4.0822,2.5968,4,Healthy
MID_0007,24,healthy,2.7329,9.1623,2,Healthy
MID_0008,1,healthy,2.5513,10.2441,2,Healthy
MID_0008,2,healthy,3.2721,8.8994,2,Healthy
MID_0008,3,healthy,-5.0795,4.4781,4,Healthy
MID_0008,4,healthy,-2.9284,8.1956,0,Healthy
MID_0008,5,healthy,-3.417,7.1692,0,Healthy
MID_0008,6,healthy,3.2562,9.0162,2,Healthy
MID_0008,7,healthy,-4.1918,4.1124,4,Healthy
MID_0008,8,healthy,-2.852,7.3986,0,Healthy
MID_0008,9,healthy,0.9436,10.9264,2,Healthy
MID_0008,10,healthy,3.7334,7.0327,2,Healthy
MID_0008,11,healthy,-3.8886,3.7481,4,Healthy
MID_0008,12,healthy,-3.1426,6.5653,0,Healthy
MID_0008,13,healthy,-3.0709,7.299,0,Healthy
MID_0008,14,healthy,3.3987,9.753,2,Healthy
MID_0008,15,healthy,-5.0363,4.5102,4,Healthy
MID_0008,16,healthy,2.969,9.5547,2,Healthy
MID_0008,17,healthy,-4.4374,4.1913,4,Healthy
MID_0008,18,healthy,3.9552,9.4336,2,Healthy
MID_0008,19,healthy,-3.9331,4.2695,4,Healthy
MID_0008,20,healthy,-2.7332,6.7995,0,Healthy
MID_0008,21,healthy,3.2647,10.3369,2,Healthy
MID_0008,22,healthy,3.7511,5.0344,2,Healthy
MID_0008,23,healthy,-3.9141,2.9671,4,Healthy
MID_0008,24,healthy,-2.9198,8.1452,0,Healthy
MID_0009,1,healthy,4.1903,12.5028,2,Healthy
MID_0009,2,healthy,4.3318,12.5367,2,Healthy
MID_0009,3,healthy,4.6044,12.4562,2,Healthy
MID_0009,4,healthy,-2.4683,5.0912,4,Healthy
MID_0009,5,healthy,-2.389,6.1729,0,Healthy
MID_0009,6,healthy,4.4235,12.4678,2,Healthy
MID_0009,7,healthy,-2.5311,4.7988,4,Healthy
MID_0009,8,healthy,3.7987,12.6224,2,Healthy
MID_0009,9,healthy,-2.5471,4.9248,4,Healthy
MID_0009,10,healthy,3.2951,12.3501,2,Healthy
MID_0009,11,healthy,-1.9956,3.8447,4,Healthy
MID_0009,12,healthy,-2.3516,5.9363,4,Healthy
MID_0009,13,healthy,3.9041,12.5917,2,Healthy
MID_0009,14,healthy,-2.5712,4.9549,4,Healthy
MID_0009,15,healthy,4.1661,12.5733,2,Healthy
MID_0009,16,healthy,-2.5228,4.9571,4,Healthy
MID_0009,17,healthy,-2.3565,5.9021,4,Healthy
MID_0009,18,healthy,3.7356,12.4546,2,Healthy
MID_0009,19,healthy,-2.528,4.7623,4,Healthy
MID_0009,20,healthy,4.4649,12.5202,2,Healthy
MID_0009,21,healthy,-2.5045,5.0603,4,Healthy
MID_0009,22,healthy,3.5812,12.3784,2,Healthy
MID_0009,23,healthy,-2.3034,4.1789,4,Healthy
MID_0009,24,healthy,-2.3962,6.2285,0,Healthy
MID_0010,1,healthy,2.0036,-6.1096,1,Risky
MID_0010,2,healthy,2.0833,-6.1213,1,Risky
MID_0010,3,healthy,5.3286,0.4614,1,Risky
MID_0010,4,healthy,-6.7964,10.2289,0,Healthy
MID_0010,5,healthy,5.0321,0.5804,1,Risky
MID_0010,6,healthy,6.6012,0.4804,1,Risky
MID_0010,7,healthy,-7.5996,9.4502,0,Healthy
MID_0010,8,healthy,4.065,0.0049,1,Risky
MID_0010,9,healthy,-8.9557,11.3128,0,Healthy
MID_0010,10,healthy,-7.1411,8.7386,0,Healthy
MID_0010,11,healthy,4.0487,1.0384,1,Risky
MID_0010,12,healthy,-7.9665,8.6313,0,Healthy
MID_0010,13,healthy,4.0096,0.1725,1,Risky
MID_0010,14,healthy,6.1315,0.6075,1,Risky
MID_0010,15,healthy,-7.8181,8.9497,0,Healthy
MID_0010,16,healthy,4.7706,0.5644,1,Risky
MID_0010,17,healthy,-7.3571,9.8733,0,Healthy
MID_0010,18,healthy,-7.5772,11.1657,0,Healthy
MID_0010,19,healthy,-4.5412,0.8712,4,Healthy
MID_0010,20,healthy,6.1467,0.543,1,Risky
MID_0010,21,healthy,-6.9809,9.9784,0,Healthy
MID_0010,22,healthy,2.8441,5.6664,2,Healthy
MID_0010,23,healthy,4.6075,1.2523,1,Risky
MID_0010,24,healthy,1.7202,7.0644,2,Healthy
MID_0011,1,healthy,0.9435,11.9869,2,Healthy
MID_0011,2,healthy,0.6304,12.1919,2,Healthy
MID_0011,3,healthy,-2.9054,5.4655,4,Healthy
MID_0011,4,healthy,3.8211,12.5664,2,Healthy
MID_0011,5,healthy,4.2964,11.8252,2,Healthy
MID_0011,6,healthy,-3.3149,4.8742,4,Healthy
MID_0011,7,healthy,3.8598,12.0749,2,Healthy
MID_0011,8,healthy,-3.7069,4.8429,4,Healthy
MID_0011,9,healthy,-2.5592,6.3931,0,Healthy
MID_0011,10,healthy,2.9907,11.9585,2,Healthy
MID_0011,11,healthy,-3.1475,3.9419,4,Healthy
MID_0011,12,healthy,-2.6551,6.8208,0,Healthy
MID_0011,13,healthy,-2.6324,6.4614,0,Healthy
MID_0011,14,healthy,-2.8363,6.5218,0,Healthy
MID_0011,15,healthy,4.0523,11.5627,2,Healthy
MID_0011,16,healthy,-2.8371,4.8463,4,Healthy
MID_0011,17,healthy,-2.7709,6.4349,0,Healthy
MID_0011,18,healthy,2.9562,12.1483,2,Healthy
MID_0011,19,healthy,-2.98,4.0275,4,Healthy
MID_0011,20,healthy,-2.5795,6.4228,0,Healthy
MID_0011,21,healthy,-2.6683,6.4637,0,Healthy
MID_0011,22,healthy,3.2157,11.7163,2,Healthy
MID_0011,23,healthy,-3.1034,3.6738,4,Healthy
MID_0011,24,healthy,3.8948,11.0616,2,Healthy
MID_0012,1,healthy,0.9309,11.8921,2,Healthy
MID_0012,2,healthy,0.9479,11.6028,2,Healthy
MID_0012,3,healthy,-3.2627,5.1012,4,Healthy
MID_0012,4,healthy,4.2763,10.8684,2,Healthy
MID_0012,5,healthy,4.4118,13.1657,2,Healthy
MID_0012,6,healthy,-3.3363,4.71,4,Healthy
MID_0012,7,healthy,3.9714,11.3329,2,Healthy
MID_0012,8,healthy,-3.8219,4.8192,4,Healthy
MID_0012,9,healthy,-2.6185,6.563,0,Healthy
MID_0012,10,healthy,3.3009,12.0942,2,Healthy
MID_0012,11,healthy,-3.1573,3.7383,4,Healthy
MID_0012,12,healthy,4.0324,11.3162,2,Healthy
MID_0012,13,healthy,-3.967,4.7559,4,Healthy
MID_0012,14,healthy,-2.7154,6.8924,0,Healthy
MID_0012,15,healthy,-2.7069,6.5397,0,Healthy
MID_0012,16,healthy,3.5416,10.6342,2,Healthy
MID_0012,17,healthy,-3.6951,4.4999,4,Healthy
MID_0012,18,healthy,3.3318,11.5416,2,Healthy
MID_0012,19,healthy,-3.2616,3.8728,4,Healthy
MID_0012,20,healthy,4.0142,10.9196,2,Healthy
MID_0012,21,healthy,4.1321,11.066,2,Healthy
MID_0012,22,healthy,3.1973,11.7606,2,Healthy
MID_0012,23,healthy,-3.0287,3.8586,4,Healthy
MID_0012,24,healthy,4.1743,11.1478,2,Healthy
MID_0013,1,healthy,-2.9641,-2.4982,4,Healthy
MID_0013,2,healthy,-2.6259,-2.2319,4,Healthy
MID_0013,3,healthy,1.7349,9.8797,2,Healthy
MID_0013,4,healthy,2.9895,9.4722,2,Healthy
MID_0013,5,healthy,-5.0192,4.204,4,Healthy
MID_0013,6,healthy,2.5768,9.0573,2,Healthy
MID_0013,7,healthy,-5.2505,4.204,4,Healthy
MID_0013,8,healthy,-3.1066,8.0044,0,Healthy
MID_0013,9,healthy,2.555,9.3778,2,Healthy
MID_0013,10,healthy,3.4708,7.2041,2,Healthy
MID_0013,11,healthy,-4.3709,3.0591,4,Healthy
MID_0013,12,healthy,3.4112,8.9566,2,Healthy
MID_0013,13,healthy,3.1074,9.1932,2,Healthy
MID_0013,14,healthy,-4.4305,3.86,4,Healthy
MID_0013,15,healthy,-3.0438,7.4736,0,Healthy
MID_0013,16,healthy,3.7909,9.2575,2,Healthy
MID_0013,17,healthy,-5.2316,3.9386,4,Healthy
MID_0013,18,healthy,3.3913,5.7475,2,Healthy
MID_0013,19,healthy,-4.0116,2.8217,4,Healthy
MID_0013,20,healthy,-3.1491,7.3978,0,Healthy
MID_0013,21,healthy,-3.8175,7.1729,0,Healthy
MID_0013,22,healthy,3.6055,4.9806,2,Healthy
MID_0013,23,healthy,-3.8648,2.6982,4,Healthy
MID_0013,24,healthy,-3.1692,7.6801,0,Healthy
MID_0014,1,healthy,1.4504,9.4968,2,Healthy
MID_0014,2,healthy,2.2553,8.3137,2,Healthy
MID_0014,3,healthy,2.426,8.1288,2,Healthy
MID_0014,4,healthy,3.8132,0.2879,1,Risky
MID_0014,5,healthy,-3.3325,7.9357,0,Healthy
MID_0014,6,healthy,1.9969,8.3612,2,Healthy
MID_0014,7,healthy,2.2358,8.1152,2,Healthy
MID_0014,8,healthy,2.1073,7.6184,2,Healthy
MID_0014,9,healthy,-5.0525,3.4122,4,Healthy
MID_0014,10,healthy,3.776,5.5906,2,Healthy
MID_0014,11,healthy,-5.1545,2.7866,4,Healthy
MID_0014,12,healthy,-3.6456,8.3556,0,Healthy
MID_0014,13,healthy,1.4331,7.1036,2,Healthy
MID_0014,14,healthy,-5.401,3.1574,4,Healthy
MID_0014,15,healthy,-3.8423,8.2657,0,Healthy
MID_0014,16,healthy,-6.51,10.2621,0,Healthy
MID_0014,17,healthy,3.9025,0.0241,1,Risky
MID_0014,18,healthy,2.9406,5.5916,2,Healthy
MID_0014,19,healthy,3.7055,1.2063,1,Risky
MID_0014,20,healthy,-4.1431,8.1838,0,Healthy
MID_0014,21,healthy,2.0415,6.8192,2,Healthy
MID_0014,22,healthy,2.9529,5.1831,2,Healthy
MID_0014,23,healthy,4.0372,1.5827,1,Risky
MID_0014,24,healthy,-7.6459,11.3153,0,Healthy
MID_0015,1,healthy,0.9445,11.99,2,Healthy
MID_0015,2,healthy,0.644,12.1875,2,Healthy
MID_0015,3,healthy,5.0177,11.1373,2,Healthy
MID_0015,4,healthy,4.2546,11.3137,2,Healthy
MID_0015,5,healthy,-3.2857,4.788,4,Healthy
MID_0015,6,healthy,4.2715,11.6741,2,Healthy
MID_0015,7,healthy,-2.8859,4.8045,4,Healthy
MID_0015,8,healthy,-2.6839,6.4919,0,Healthy
MID_0015,9,healthy,-2.6336,6.3572,0,Healthy
MID_0015,10,healthy,3.0284,12.1784,2,Healthy
MID_0015,11,healthy,-3.0444,3.7421,4,Healthy
MID_0015,12,healthy,4.2311,11.5107,2,Healthy
MID_0015,13,healthy,4.1094,11.3617,2,Healthy
MID_0015,14,healthy,4.8317,12.095,2,Healthy
MID_0015,15,healthy,4.498,12.8361,2,Healthy
MID_0015,16,healthy,-3.2648,4.8015,4,Healthy
MID_0015,17,healthy,3.9867,11.3309,2,Healthy
MID_0015,18,healthy,3.9032,11.066,2,Healthy
MID_0015,19,healthy,-3.3757,4.304,4,Healthy
MID_0015,20,healthy,-2.7082,6.822,0,Healthy
MID_0015,21,healthy,3.8703,10.9943,2,Healthy
MID_0015,22,healthy,3.0348,11.8993,2,Healthy
MID_0015,23,healthy,-3.2466,3.5521,4,Healthy
MID_0015,24,healthy,3.9993,11.1382,2,Healthy
MID_0016,1,healthy,-0.5911,-1.0107,4,Healthy
MID_0016,2,healthy,-6.0752,2.3604,4,Healthy
MID_0016,3,healthy,-6.9807,10.3835,0,Healthy
MID_0016,4,healthy,-7.4072,10.1684,0,Healthy
MID_0016,5,healthy,-8.8452,11.398,0,Healthy
MID_0016,6,healthy,-6.0612,2.3337,4,Healthy
MID_0016,7,healthy,-8.9604,11.3348,0,Healthy
MID_0016,8,healthy,-7.0597,9.3877,0,Healthy
MID_0016,9,healthy,4.163,0.4425,1,Risky
MID_0016,10,healthy,2.3908,4.0911,2,Healthy
MID_0016,11,healthy,3.9589,1.5828,1,Risky
MID_0016,12,healthy,-6.9358,9.2696,0,Healthy
MID_0016,13,healthy,-5.5231,1.9653,4,Healthy
MID_0016,14,healthy,2.0656,6.6053,2,Healthy
MID_0016,15,healthy,4.4661,0.4735,1,Risky
MID_0016,16,healthy,-7.765,9.2516,0,Healthy
MID_0016,17,healthy,-5.3614,2.7101,4,Healthy
MID_0016,18,healthy,-7.3838,8.9728,0,Healthy
MID_0016,19,healthy,-5.7507,2.3887,4,Healthy
MID_0016,20,healthy,-0.2957,0.3281,4,Healthy
MID_0016,21,healthy,-5.5947,2.6105,4,Healthy
MID_0016,22,healthy,2.3752,3.9991,2,Healthy
MID_0016,23,healthy,-4.6878,0.8051,4,Healthy
MID_0016,24,healthy,1.8003,6.3258,2,Healthy
MID_0017,1,healthy,1.9399,-6.0913,1,Risky
MID_0017,2,healthy,1.8747,-6.0566,1,Risky
MID_0017,3,healthy,5.3922,0.402,1,Risky
MID_0017,4,healthy,-6.7925,10.2137,0,Healthy
MID_0017,5,healthy,2.5751,7.0219,2,Healthy
MID_0017,6,healthy,4.3495,0.1265,1,Risky
MID_0017,7,healthy,-8.417,11.5928,0,Healthy
MID_0017,8,healthy,-5.3414,2.6684,4,Healthy
MID_0017,9,healthy,6.5041,0.5799,1,Risky
MID_0017,10,healthy,2.9282,5.2384,2,Healthy
MID_0017,11,healthy,-5.3225,2.3399,4,Healthy
MID_0017,12,healthy,1.2418,7.455,2,Healthy
MID_0017,13,healthy,-5.8942,2.8809,4,Healthy
MID_0017,14,healthy,7.0293,0.2101,1,Risky
MID_0017,15,healthy,-4.2347,7.5333,0,Healthy
MID_0017,16,healthy,-7.8648,8.9367,0,Healthy
MID_0017,17,healthy,-7.0251,9.9729,0,Healthy
MID_0017,18,healthy,1.3031,7.1958,2,Healthy
MID_0017,19,healthy,-5.3007,2.1424,4,Healthy
MID_0017,20,healthy,-7.0863,8.9763,0,Healthy
MID_0017,21,healthy,-5.4585,2.1855,4,Healthy
MID_0017,22,healthy,2.6402,4.4647,2,Healthy
MID_0017,23,healthy,4.0564,2.0017,1,Risky
MID_0017,24,healthy,-3.8546,7.5025,0,Healthy
MID_0018,1,healthy,1.9316,-6.0764,1,Risky
MID_0018,2,healthy,2.0149,-6.0966,1,Risky
MID_0018,3,healthy,5.429,0.4293,1,Risky
MID_0018,4,healthy,6.8745,0.3944,1,Risky
MID_0018,5,healthy,-7.7569,8.6288,0,Healthy
MID_0018,6,healthy,5.011,0.5691,1,Risky
MID_0018,7,healthy,-7.9234,8.6767,0,Healthy
MID_0018,8,healthy,2.516,6.3197,2,Healthy
MID_0018,9,healthy,4.6737,1.0692,1,Risky
MID_0018,10,healthy,2.4254,4.4567,2,Healthy
MID_0018,11,healthy,-4.9718,2.8336,4,Healthy
MID_0018,12,healthy,6.6139,0.6586,1,Risky
MID_0018,13,healthy,2.5031,7.6124,2,Healthy
MID_0018,14,healthy,2.5878,8.2496,2,Healthy
MID_0018,15,healthy,3.6532,0.1638,1,Risky
MID_0018,16,healthy,-3.6514,8.289,0,Healthy
MID_0018,17,healthy,-4.2038,7.4862,0,Healthy
MID_0018,18,healthy,1.6544,7.1859,2,Healthy
MID_0018,19,healthy,3.6743,0.6003,1,Risky
MID_0018,20,healthy,6.9491,0.6284,1,Risky
MID_0018,21,healthy,-6.8859,10.2067,0,Healthy
MID_0018,22,healthy,2.4469,6.7365,2,Healthy
MID_0018,23,healthy,3.8146,1.3735,1,Risky
MID_0018,24,healthy,-6.9291,9.5002,0,Healthy
MID_0019,1,healthy,-7.0641,10.8218,0,Healthy
MID_0019,2,healthy,-7.4156,9.3467,0,Healthy
MID_0019,3,healthy,4.0716,-0.0103,1,Risky
MID_0019,4,healthy,-7.3765,10.4021,0,Healthy
MID_0019,5,healthy,4.2962,0.0404,1,Risky
MID_0019,6,healthy,-7.8662,8.803,0,Healthy
MID_0019,7,healthy,-6.8025,10.211,0,Healthy
MID_0019,8,healthy,-8.6446,11.2456,0,Healthy
MID_0019,9,healthy,4.8402,1.1168,1,Risky
MID_0019,10,healthy,1.9563,3.9271,2,Healthy
MID_0019,11,healthy,3.9056,0.4421,1,Risky
MID_0019,12,healthy,-7.9723,8.6369,0,Healthy
MID_0019,13,healthy,-7.5537,9.0043,0,Healthy
MID_0019,14,healthy,4.1725,0.9868,1,Risky
MID_0019,15,healthy,-7.4766,8.9943,0,Healthy
MID_0019,16,healthy,4.3962,0.1942,1,Risky
MID_0019,17,healthy,7.0309,0.3081,1,Risky
MID_0019,18,healthy,-7.0138,10.3706,0,Healthy
MID_0019,19,healthy,4.1222,0.5278,1,Risky
MID_0019,20,healthy,6.8607,0.3926,1,Risky
MID_0019,21,healthy,-12.6446,9.0381,0,Healthy
MID_0019,22,healthy,2.2096,3.8419,2,Healthy
MID_0019,23,healthy,4.002,1.3936,1,Risky
MID_0019,24,healthy,7.062,0.5287,1,Risky
MID_0020,1,healthy,0.6553,10.9941,2,Healthy
MID_0020,2,healthy,-5.0991,4.7785,4,Healthy
MID_0020,3,healthy,4.779,10.3326,2,Healthy
MID_0020,4,healthy,3.6857,9.0345,2,Healthy
MID_0020,5,healthy,3.8935,9.1214,2,Healthy
MID_0020,6,healthy,-4.9462,4.3469,4,Healthy
MID_0020,7,healthy,-2.8828,7.8562,0,Healthy
MID_0020,8,healthy,3.0181,9.3676,2,Healthy
MID_0020,9,healthy,2.4382,9.0063,2,Healthy
MID_0020,10,healthy,3.9399,5.7119,2,Healthy
MID_0020,11,healthy,-4.513,2.655,4,Healthy
MID_0020,12,healthy,-3.1955,8.161,0,Healthy
MID_0020,13,healthy,3.3765,8.856,2,Healthy
MID_0020,14,healthy,-4.71,3.6699,4,Healthy
MID_0020,15,healthy,2.5075,9.0289,2,Healthy
MID_0020,16,healthy,-5.7192,3.5231,4,Healthy
MID_0020,17,healthy,3.6331,8.7171,2,Healthy
MID_0020,18,healthy,3.5079,7.3204,2,Healthy
MID_0020,19,healthy,-4.5298,3.3404,4,Healthy
MID_0020,20,healthy,3.7005,8.8514,2,Healthy
MID_0020,21,healthy,-4.9441,3.2281,4,Healthy
