merchant_id,week,segment,if_anomaly_score,personal_anomaly_score,anomaly_score,is_anomalous,refund_spike_flag,cumulative_refund_spikes
MID_0004,1,healthy,12.278550966944783,0.0,6.75,0,0,0
MID_0004,2,healthy,13.343419711730121,0.0,7.34,0,0,0
MID_0004,3,healthy,21.992226091360116,7.131109624969007,15.3,0,0,0
MID_0004,4,healthy,16.4544172727188,3.891379584376627,10.8,0,0,0
MID_0004,5,healthy,23.130276485401158,5.600920339057089,15.24,0,0,0
MID_0004,6,healthy,20.446016155655254,3.1954274504746847,12.68,0,0,0
MID_0004,7,healthy,23.703580492186433,0.433390653281328,13.23,0,0,0
MID_0004,8,healthy,29.561808446129074,11.164583077842133,21.28,0,0,0
MID_0004,9,healthy,26.175825088291216,1.3309623587574844,15.0,0,0,0
MID_0004,10,healthy,30.693188789652964,12.426549970500576,22.47,0,0,0
MID_0004,11,healthy,31.754323339366948,5.598441083441313,19.98,0,0,0
MID_0004,12,healthy,25.09947345282501,1.4254667380470607,14.45,0,0,0
MID_0004,13,healthy,21.872521450204374,1.5600551430826932,12.73,0,0,0
MID_0004,14,healthy,15.790096317669256,0.4956908524652072,8.91,0,0,0
MID_0004,15,healthy,13.551352248340603,0.3095517057931268,7.59,0,0,0
MID_0004,16,healthy,17.841249094137112,2.7688545676578293,11.06,0,0,0
MID_0004,17,healthy,18.674301003216314,4.331217929242051,12.22,0,0,0
MID_0004,18,healthy,18.400745300531085,5.0156249585762245,12.38,0,0,0
MID_0004,19,healthy,18.400510540766003,13.108346826961878,16.02,0,0,0
MID_0004,20,healthy,19.760457626447717,9.477238718792028,15.13,0,0,0
MID_0004,21,healthy,17.985327022326704,6.347957885048516,12.75,0,0,0
MID_0004,22,healthy,34.48182612002211,8.037784187815037,22.58,0,0,0
MID_0004,23,healthy,29.243961040631266,0.0,16.08,0,0,0
MID_0004,24,healthy,25.45793145964056,2.944361619939925,15.33,0,0,0
MID_0005,1,healthy,5.220835612182693,0.0,2.87,0,0,0
MID_0005,2,healthy,14.199305756242445,0.0,7.81,0,0,0
MID_0005,3,healthy,13.5616258128544,10.19708155650795,12.05,0,0,0
MID_0005,4,healthy,4.479040219239419,13.169382755278036,8.39,0,0,0
MID_0005,5,healthy,5.327034222662945,11.83911879134472,8.26,0,0,0
MID_0005,6,healthy,6.809519897520556,4.178663636243698,5.63,0,0,0
MID_0005,7,healthy,8.421604229870177,3.0676524577965463,6.01,0,0,0
MID_0005,8,healthy,6.940375367901251,3.619016602538639,5.45,0,0,0
MID_0005,9,healthy,6.238507891405393,0.0,3.43,0,0,0
MID_0005,10,healthy,10.025679808548842,0.0,5.51,0,0,0
MID_0005,11,healthy,5.4421496543917085,0.0,2.99,0,0,0
MID_0005,12,healthy,9.994489667615735,4.049019876063797,7.32,0,0,0
MID_0005,13,healthy,12.102558401651052,4.74940362942404,8.79,0,0,0
MID_0005,14,healthy,5.1527297626553175,0.8109694156080361,3.2,0,0,0
MID_0005,15,healthy,5.767710702292791,5.616082335792049,5.7,0,0,0
MID_0005,16,healthy,10.008163307005233,4.8270533071734185,7.68,0,0,0
MID_0005,17,healthy,15.353365137894958,33.23186337439344,23.4,0,0,0
MID_0005,18,healthy,7.964341507258982,6.367553479631435,7.25,0,0,0
MID_0005,19,healthy,5.1645958704987995,17.210248886206916,10.59,0,0,0
MID_0005,20,healthy,19.041587009101875,29.19802367489742,23.61,0,0,0
MID_0005,21,healthy,14.960468246434097,23.99225177068672,19.02,0,0,0
MID_0005,22,healthy,20.45163597101112,15.315941124422034,18.14,0,0,0
MID_0005,23,healthy,18.24527831119329,22.765946966460742,20.28,0,0,0
MID_0005,24,healthy,13.19793315684532,15.12231732440913,14.06,0,0,0
MID_0006,1,healthy,26.601807156271512,0.0,14.63,0,0,0
MID_0006,2,healthy,28.55918388191733,0.0,15.71,0,0,0
MID_0006,3,healthy,11.601898467466293,12.529095948556144,12.02,0,0,0
MID_0006,4,healthy,7.806681950939885,10.00664713005009,8.8,0,0,0
MID_0006,5,healthy,21.915284079104044,4.179096169050892,13.93,0,0,0
MID_0006,6,healthy,13.240264906077831,0.2816293877739405,7.41,0,0,0
MID_0006,7,healthy,10.191162843201026,0.0,5.61,0,0,0
MID_0006,8,healthy,14.571194348160244,0.0,8.01,0,0,0
MID_0006,9,healthy,10.199020389858472,3.051891408350963,6.98,0,0,0
MID_0006,10,healthy,16.119684676027095,0.0,8.87,0,0,0
MID_0006,11,healthy,13.068011197039354,5.1013092148182535,9.48,0,0,0
MID_0006,12,healthy,10.902026202967175,0.0,6.0,0,0,0
MID_0006,13,healthy,9.164438273318519,6.108280161063984,7.79,0,0,0
MID_0006,14,healthy,9.572106906480927,10.72116392641773,10.09,0,0,0
MID_0006,15,healthy,10.046501059543333,2.2983253140708646,6.56,0,0,0
MID_0006,16,healthy,9.724115411992393,0.0,5.35,0,0,0
MID_0006,17,healthy,8.488956004771746,14.026146506725679,10.98,0,0,0
MID_0006,18,healthy,10.65396929002822,0.0,5.86,0,0,0
MID_0006,19,healthy,13.185006735435357,16.368415425365164,14.62,0,0,0
MID_0006,20,healthy,10.964992500585234,5.700436166572046,8.6,0,0,0
MID_0006,21,healthy,20.722951221287918,6.292830699043724,14.23,0,0,0
MID_0006,22,healthy,21.37468971770321,0.0,11.76,0,0,0
MID_0006,23,healthy,16.86612573712938,15.079752901485746,16.06,0,0,0
MID_0006,24,healthy,15.350774176359208,3.5003879742868746,10.02,0,0,0
MID_0007,1,healthy,3.8176434791954663,0.0,2.1,0,0,0
MID_0007,2,healthy,5.737537667006693,0.0,3.16,0,0,0
MID_0007,3,healthy,4.5715758611488635,18.422140055648526,10.8,0,0,0
MID_0007,4,healthy,3.221962652038641,16.319648265200364,9.12,0,0,0
MID_0007,5,healthy,8.436123203809622,6.801570563716989,7.7,0,0,0
MID_0007,6,healthy,5.635055810999542,2.8044592755997693,4.36,0,0,0
MID_0007,7,healthy,2.8550626850986056,5.242342108920309,3.93,0,0,0
MID_0007,8,healthy,2.510202159386544,8.224813446381777,5.08,0,0,0
MID_0007,9,healthy,4.3391158039499,12.57943028146875,8.05,0,0,0
MID_0007,10,healthy,14.988882618304963,11.794827548617365,13.55,0,0,0
MID_0007,11,healthy,10.571895982165023,0.9027998862640836,6.22,0,0,0
MID_0007,12,healthy,7.795355904669829,14.884312728435853,10.99,0,0,0
MID_0007,13,healthy,2.008848938723585,6.721619463464011,4.13,0,0,0
MID_0007,14,healthy,3.904846088145588,20.06244884289105,11.18,0,0,0
MID_0007,15,healthy,4.877422871416565,20.508619301717694,11.91,0,0,0
MID_0007,16,healthy,6.770057987071707,21.496586278894668,13.4,0,0,0
MID_0007,17,healthy,9.24891641229805,13.732616872600575,11.27,0,0,0
MID_0007,18,healthy,11.33055650209982,14.678357821665802,12.84,0,0,0
MID_0007,19,healthy,10.411043898860358,11.3091501227345,10.82,0,0,0
MID_0007,20,healthy,9.993134784356446,20.98193216451048,14.94,0,0,0
MID_0007,21,healthy,9.597131500262721,11.72009325187468,10.55,0,0,0
MID_0007,22,healthy,13.942044582470924,5.848368468028378,10.3,0,0,0
MID_0007,23,healthy,14.024749532638904,4.037433933707297,9.53,0,0,0
MID_0007,24,healthy,0.9212552694580061,2.673945757576738,1.71,0,0,0
MID_0008,1,healthy,3.324644782136927,0.0,1.83,0,0,0
MID_0008,2,healthy,6.320956752275462,0.0,3.48,0,0,0
MID_0008,3,healthy,10.252627988627683,1.259251414974879,6.21,0,0,0
MID_0008,4,healthy,9.997509872137233,0.027340427475147602,5.51,0,0,0
MID_0008,5,healthy,18.12379536664872,19.060522926122125,18.55,0,0,0
MID_0008,6,healthy,3.066070904543274,10.344291876655717,6.34,0,0,0
MID_0008,7,healthy,6.853700466635823,17.88665503591929,11.82,0,0,0
MID_0008,8,healthy,7.861495306649645,15.17288793018759,11.15,0,0,0
MID_0008,9,healthy,7.491952831082991,12.021819945018136,9.53,0,0,0
MID_0008,10,healthy,6.957967313733597,9.320401141624336,8.02,0,0,0
MID_0008,11,healthy,18.33033135897499,16.911373800599424,17.69,0,0,0
MID_0008,12,healthy,18.861525599494946,22.892719464063624,20.68,0,0,0
MID_0008,13,healthy,19.449363786174747,14.353097155546385,17.16,0,0,0
MID_0008,14,healthy,6.121160421638243,12.900142976446338,9.17,0,0,0
MID_0008,15,healthy,10.023662329406061,4.7500534247131565,7.65,0,0,0
MID_0008,16,healthy,6.744369679986832,0.0,3.71,0,0,0
MID_0008,17,healthy,8.18917045113049,4.955059323216362,6.73,0,0,0
MID_0008,18,healthy,7.82445525032068,14.412315982924245,10.79,0,0,0
MID_0008,19,healthy,7.151342899408668,16.8896751933585,11.53,0,0,0
MID_0008,20,healthy,9.743934303519024,24.917361550983617,16.57,0,0,0
MID_0008,21,healthy,10.401392233808622,5.357919958530643,8.13,0,0,0
MID_0008,22,healthy,19.93409107978546,6.562631792126304,13.92,0,0,0
MID_0008,23,healthy,13.214585924923522,1.8742830283963976,8.11,0,0,0
MID_0008,24,healthy,11.888933282553763,2.532771246837071,7.68,0,0,0
MID_0009,1,healthy,19.065339448024112,0.0,10.49,0,0,0
MID_0009,2,healthy,20.197545735426502,0.0,11.11,0,0,0
MID_0009,3,healthy,20.33124849895894,4.142651903027765,13.05,0,0,0
MID_0009,4,healthy,23.16239379835549,14.419235460069796,19.23,0,0,0
MID_0009,5,healthy,25.669870117058636,1.0908055131328274,14.61,0,0,0
MID_0009,6,healthy,16.854598794637393,0.0,9.27,0,0,0
MID_0009,7,healthy,19.960056508673592,5.024272843982749,13.24,0,0,0
MID_0009,8,healthy,20.721139397768464,15.533542918232973,18.39,0,0,0
MID_0009,9,healthy,18.980424476176896,12.302337167293226,15.98,0,0,0
MID_0009,10,healthy,23.577952327993522,7.589331586178376,16.38,0,0,0
MID_0009,11,healthy,24.1934150509384,0.3210930711910548,13.45,0,0,0
MID_0009,12,healthy,25.67185243589086,13.031837170988952,19.98,0,0,0
MID_0009,13,healthy,20.206201947589054,15.059233626638532,17.89,0,0,0
MID_0009,14,healthy,19.006201583513533,1.1857487533562028,10.99,0,0,0
MID_0009,15,healthy,18.452646345488844,10.4980744148473,14.87,0,0,0
MID_0009,16,healthy,19.456498347525496,14.01282237721994,17.01,0,0,0
MID_0009,17,healthy,27.20305255713861,15.646355699324916,22.0,0,0,0
MID_0009,18,healthy,21.757095307537956,3.594428976442892,13.58,0,0,0
MID_0009,19,healthy,22.609701231714602,9.861124722312061,16.87,0,0,0
MID_0009,20,healthy,15.494862322174018,8.943105185687141,12.55,0,0,0
MID_0009,21,healthy,21.969666489569633,8.760012998088312,16.03,0,0,0
MID_0009,22,healthy,23.552859057671906,6.973428190707668,16.09,0,0,0
MID_0009,23,healthy,25.942634533292264,10.771577854437101,19.12,0,0,0
MID_0009,24,healthy,22.301691157884473,3.660215307995719,13.91,0,0,0
MID_0010,1,healthy,24.049488508709597,0.0,13.23,0,0,0
MID_0010,2,healthy,26.026136970732455,0.0,14.31,0,0,0
MID_0010,3,healthy,13.360879400008166,11.864423056169457,12.69,0,0,0
MID_0010,4,healthy,11.33687270241836,0.0,6.24,0,0,0
MID_0010,5,healthy,12.203006452982642,14.049723242713114,13.03,0,0,0
MID_0010,6,healthy,9.190738361743138,15.14401962902195,11.87,0,0,0
MID_0010,7,healthy,7.790258323776024,11.494307064454311,9.46,0,0,0
MID_0010,8,healthy,6.800068595545252,2.158422948516603,4.71,0,0,0
MID_0010,9,healthy,5.2116272930097525,0.0,2.87,0,0,0
MID_0010,10,healthy,11.817110907996552,10.689802406443436,11.31,0,0,0
MID_0010,11,healthy,8.236807334991296,15.306448391420737,11.42,0,0,0
MID_0010,12,healthy,7.809629203525617,27.574464639289282,16.7,0,0,0
MID_0010,13,healthy,6.293612383687488,14.14658088008906,9.83,0,0,0
MID_0010,14,healthy,12.858818014084465,34.60452974001132,22.64,0,0,0
MID_0010,15,healthy,5.196718281728123,24.51622759984521,13.89,0,0,0
MID_0010,16,healthy,10.345063623332463,19.561019538353705,14.49,0,0,0
MID_0010,17,healthy,8.291041535193882,19.672071720921053,13.41,0,0,0
MID_0010,18,healthy,12.074966929991751,0.0,6.64,0,0,0
MID_0010,19,healthy,15.782737567269168,22.1911200149018,18.67,0,0,0
MID_0010,20,healthy,14.175651740957514,19.882188878502653,16.74,0,0,0
MID_0010,21,healthy,4.250891171316827,12.398734605058007,7.92,0,0,0
MID_0010,22,healthy,7.583284672094432,11.326229268512897,9.27,0,0,0
MID_0010,23,healthy,10.912695310949617,19.912170802650213,14.96,0,0,0
MID_0010,24,healthy,0.5960484125026799,16.241216460564047,7.64,0,0,0
MID_0011,1,healthy,10.364304713638735,0.0,5.7,0,0,0
MID_0011,2,healthy,15.412223775748995,0.0,8.48,0,0,0
MID_0011,3,healthy,24.373518758691485,21.64230192492407,23.14,0,0,0
MID_0011,4,healthy,18.76562192641133,21.076808266246562,19.81,0,0,0
MID_0011,5,healthy,14.41144330895137,13.527844437467701,14.01,0,0,0
MID_0011,6,healthy,14.552396649582786,9.680318973940192,12.36,0,0,0
MID_0011,7,healthy,18.088756276130614,4.177185964108963,11.83,0,0,0
MID_0011,8,healthy,11.440201230777063,3.62500713246341,7.92,0,0,0
MID_0011,9,healthy,18.448381361561598,7.375063054558198,13.47,0,0,0
MID_0011,10,healthy,24.166936139271492,0.0,13.29,0,0,0
MID_0011,11,healthy,13.25545654127096,0.5047498005084388,7.52,0,0,0
MID_0011,12,healthy,20.57905244727665,3.424611365522121,12.86,0,0,0
MID_0011,13,healthy,18.76848188770216,4.676565274925777,12.43,0,0,0
MID_0011,14,healthy,24.92018388099087,3.2324456395713117,15.16,0,0,0
MID_0011,15,healthy,12.053075439283306,7.966920275046416,10.21,0,0,0
MID_0011,16,healthy,13.53277642254082,21.744567977712606,17.23,0,0,0
MID_0011,17,healthy,17.499219838924066,20.66436620357725,18.92,0,0,0
MID_0011,18,healthy,21.607862811082843,16.570854918252415,19.34,0,0,0
MID_0011,19,healthy,18.519142749843265,0.7019472959122905,10.5,0,0,0
MID_0011,20,healthy,19.5436490531412,13.285844922393702,16.73,0,0,0
MID_0011,21,healthy,28.006246068245577,2.980830161633013,16.74,0,0,0
MID_0011,22,healthy,18.94595067263624,0.0,10.42,0,0,0
MID_0011,23,healthy,19.19597810782357,5.304420383413271,12.94,0,0,0
MID_0011,24,healthy,13.627199497121081,4.185006917941198,9.38,0,0,0
MID_0012,1,healthy,10.514151836406297,0.0,5.78,0,0,0
MID_0012,2,healthy,19.96109816974684,0.0,10.98,0,0,0
MID_0012,3,healthy,20.891664913075473,9.513308377760774,15.77,0,0,0
MID_0012,4,healthy,13.356691851067987,19.2110114690566,15.99,0,0,0
MID_0012,5,healthy,10.603531731918233,15.225401527122997,12.68,0,0,0
MID_0012,6,healthy,10.823502033984294,14.176154071006906,12.33,0,0,0
MID_0012,7,healthy,13.966721666469638,4.299601163197751,9.62,0,0,0
MID_0012,8,healthy,11.3726014529145,3.2587364407793284,7.72,0,0,0
MID_0012,9,healthy,14.787031549882174,5.846313023912608,10.76,0,0,0
MID_0012,10,healthy,17.838921836870572,5.380681621382039,12.23,0,0,0
MID_0012,11,healthy,16.061262610530445,4.928245357758436,11.05,0,0,0
MID_0012,12,healthy,14.103297463603221,1.2743054436148684,8.33,0,0,0
MID_0012,13,healthy,9.775953833225937,1.4043717939628528,6.01,0,0,0
MID_0012,14,healthy,16.578200300679278,12.465406496471847,14.73,0,0,0
MID_0012,15,healthy,20.61779365269086,5.724237479816393,13.92,0,0,0
MID_0012,16,healthy,13.995146007326198,4.202036497976168,9.59,0,0,0
MID_0012,17,healthy,11.175351016574393,4.268877938243309,8.07,0,0,0
MID_0012,18,healthy,15.333364316767165,0.0,8.43,0,0,0
MID_0012,19,healthy,12.146230910595095,5.849536488580976,9.31,0,0,0
MID_0012,20,healthy,10.667119189933405,15.183697560928195,12.7,0,0,0
MID_0012,21,healthy,10.045890442317726,14.128700322967388,11.88,0,0,0
MID_0012,22,healthy,16.39863969006558,9.985144713445479,13.51,0,0,0
MID_0012,23,healthy,16.087832775787525,21.130598373616436,18.36,0,0,0
MID_0012,24,healthy,10.607286379411333,18.686884352949196,14.24,0,0,0
MID_0013,1,healthy,11.64633384157985,0.0,6.41,0,0,0
MID_0013,2,healthy,14.169485603074591,0.0,7.79,0,0,0
MID_0013,3,healthy,11.285385836783503,0.0,6.21,0,0,0
MID_0013,4,healthy,6.676543491944767,0.0,3.67,0,0,0
MID_0013,5,healthy,8.118518402876024,0.0,4.47,0,0,0
MID_0013,6,healthy,9.413272880514253,0.0,5.18,0,0,0
MID_0013,7,healthy,3.4766458359979815,0.0,1.91,0,0,0
MID_0013,8,healthy,5.417211971934282,0.14822343814093442,3.05,0,0,0
MID_0013,9,healthy,2.9462376089805056,0.0,1.62,0,0,0
MID_0013,10,healthy,5.8851462930739675,0.0,3.24,0,0,0
MID_0013,11,healthy,8.26541724668131,4.356877320997896,6.51,0,0,0
MID_0013,12,healthy,5.286427610762625,4.468050728500736,4.92,0,0,0
MID_0013,13,healthy,1.831392116256147,8.878887843784856,5.0,0,0,0
MID_0013,14,healthy,4.468208620357314,20.487400630798174,11.68,0,0,0
MID_0013,15,healthy,5.933733924922029,18.623771885162,11.64,0,0,0
MID_0013,16,healthy,2.6296220391541456,24.022422598146502,12.26,0,0,0
MID_0013,17,healthy,8.527576744305543,3.077834189888802,6.08,0,0,0
MID_0013,18,healthy,22.168465717863267,17.14942005602801,19.91,0,0,0
MID_0013,19,healthy,17.780542639840952,8.55191631080127,13.63,0,0,0
MID_0013,20,healthy,13.293785134540906,13.998241077496997,13.61,0,0,0
MID_0013,21,healthy,18.580584302077337,3.839912900532436,11.95,0,0,0
MID_0013,22,healthy,20.86548475990691,0.0,11.48,0,0,0
MID_0013,23,healthy,17.626637586879493,9.323848428096193,13.89,0,0,0
MID_0013,24,healthy,14.649609137298386,3.633021399932288,9.69,0,0,0
MID_0014,1,healthy,1.0793029996019035,0.0,0.59,0,0,0
MID_0014,2,healthy,6.899238831127584,0.0,3.79,0,0,0
MID_0014,3,healthy,2.7579216320446425,0.0,1.52,0,0,0
MID_0014,4,healthy,5.80838932596388,0.0,3.19,0,0,0
MID_0014,5,healthy,7.531600382030257,12.38604964688951,9.72,0,0,0
MID_0014,6,healthy,4.877523890077006,3.072584180448816,4.07,0,0,0
MID_0014,7,healthy,2.525723086397695,0.0,1.39,0,0,0
MID_0014,8,healthy,2.5933289808050977,2.5013991026976177,2.55,0,0,0
MID_0014,9,healthy,7.018477619885899,5.0761884144118,6.14,0,0,0
MID_0014,10,healthy,7.329423806693236,0.0,4.03,0,0,0
MID_0014,11,healthy,4.767809170656409,1.6076638092080802,3.35,0,0,0
MID_0014,12,healthy,8.741430305184366,0.41301846968506234,4.99,0,0,0
MID_0014,13,healthy,6.407279581040798,0.0,3.52,0,0,0
MID_0014,14,healthy,2.74777581704506,7.2516339026924586,4.77,0,0,0
MID_0014,15,healthy,4.924584295637375,5.069541680501562,4.99,0,0,0
MID_0014,16,healthy,5.027147007950854,2.320220914087865,3.81,0,0,0
MID_0014,17,healthy,6.640794013759377,2.887116474882144,4.95,0,0,0
MID_0014,18,healthy,9.586132551839235,0.0,5.27,0,0,0
MID_0014,19,healthy,14.186349973113565,1.4230689218031394,8.44,0,0,0
MID_0014,20,healthy,11.258319573093406,5.756304879569071,8.78,0,0,0
MID_0014,21,healthy,7.7345224441845275,5.405196387797235,6.69,0,0,0
MID_0014,22,healthy,10.964461439836455,0.0,6.03,0,0,0
MID_0014,23,healthy,10.287189205745861,2.831192728096036,6.93,0,0,0
MID_0014,24,healthy,8.30889525228205,1.4735859723513656,5.23,0,0,0
MID_0015,1,healthy,11.24857653101599,0.0,6.19,0,0,0
MID_0015,2,healthy,14.074494843152888,0.0,7.74,0,0,0
MID_0015,3,healthy,26.01598209520248,19.09177368885155,22.9,0,0,0
MID_0015,4,healthy,10.424913668880247,15.30014077314455,12.62,0,0,0
MID_0015,5,healthy,11.664853383475277,15.070143866079894,13.2,0,0,0
MID_0015,6,healthy,12.949661834673975,14.567667857869479,13.68,0,0,0
MID_0015,7,healthy,13.637306300879764,16.19272328354368,14.79,0,0,0
MID_0015,8,healthy,16.870693913528516,15.354576329343525,16.19,0,0,0
MID_0015,9,healthy,24.368257173022336,4.236732027235654,15.31,0,0,0
MID_0015,10,healthy,26.206070012773147,11.675813794749518,19.67,0,0,0
MID_0015,11,healthy,19.363651206617195,1.4419911322263808,11.3,0,0,0
MID_0015,12,healthy,10.178153428236728,0.8017949381377079,5.96,0,0,0
MID_0015,13,healthy,10.349979791047522,0.9463706222248844,6.12,0,0,0
MID_0015,14,healthy,10.580301103237149,3.8409993714913817,7.55,0,0,0
MID_0015,15,healthy,13.619889286575294,0.3458321911609396,7.65,0,0,0
MID_0015,16,healthy,20.56284457691416,9.773332585597014,15.71,0,0,0
MID_0015,17,healthy,13.247618207429962,0.5555541449060498,7.54,0,0,0
MID_0015,18,healthy,11.565922676172299,1.9325469994373827,7.23,0,0,0
MID_0015,19,healthy,15.754939865745493,5.394131146156356,11.09,0,0,0
MID_0015,20,healthy,13.928253591378523,5.760913595758852,10.25,0,0,0
MID_0015,21,healthy,7.7972721843418995,4.417836746199081,6.28,0,0,0
MID_0015,22,healthy,22.381033753897075,6.501085709326913,15.24,0,0,0
MID_0015,23,healthy,20.066428316751377,3.944636528305809,12.81,0,0,0
MID_0015,24,healthy,10.031362824052907,1.449358553331475,6.17,0,0,0
MID_0016,1,healthy,6.6014001154006134,0.0,3.63,0,0,0
MID_0016,2,healthy,7.997341317173705,0.0,4.4,0,0,0
MID_0016,3,healthy,7.377639542539691,0.0,4.06,0,0,0
MID_0016,4,healthy,7.867043548538407,0.0,4.33,0,0,0
MID_0016,5,healthy,7.267853118903164,0.0,4.0,0,0,0
MID_0016,6,healthy,9.628547639324792,5.082596745223537,7.58,0,0,0
MID_0016,7,healthy,8.663909209122037,0.0,4.77,0,0,0
MID_0016,8,healthy,9.783714557339,0.0,5.38,0,0,0
MID_0016,9,healthy,8.76941065875124,4.9298976161538155,7.04,0,0,0
MID_0016,10,healthy,21.191541586196692,22.830603470436024,21.93,0,0,0
MID_0016,11,healthy,16.196904498545635,8.129391797352078,12.57,0,0,0
