merchant_id,week,umap_x,umap_y,cluster_label
MID_0003,24,0.3213,3.5864,Risky
MID_0004,1,3.8724,6.9136,Healthy
MID_0004,2,3.7786,7.1491,Healthy
MID_0004,3,4.219,3.6324,Healthy
MID_0004,4,4.0661,7.8663,Healthy
MID_0004,5,4.2207,8.126,Healthy
MID_0004,6,4.2496,3.7117,Healthy
MID_0004,7,12.8175,11.639,Healthy
MID_0004,8,12.6131,11.4398,Healthy
MID_0004,9,4.7466,7.6419,Healthy
MID_0004,10,4.8456,9.1545,Healthy
MID_0004,11,4.184,2.8568,Healthy
MID_0004,12,4.7654,7.6662,Healthy
MID_0004,13,4.7537,3.6955,Healthy
MID_0004,14,4.3382,7.5531,Healthy
MID_0004,15,18.1901,3.6071,Risky
MID_0004,16,4.0433,3.6964,Healthy
MID_0004,17,12.96,11.6708,Healthy
MID_0004,18,4.715,7.823,Healthy
MID_0004,19,4.3408,3.3088,Healthy
MID_0004,20,4.7301,7.5813,Healthy
MID_0004,21,4.0244,3.6732,Healthy
MID_0004,22,5.4232,9.6478,Healthy
MID_0004,23,4.4847,2.8772,Healthy
MID_0004,24,12.8171,11.6638,Healthy
MID_0005,1,5.2638,5.3272,Healthy
MID_0005,2,13.5567,8.5157,Healthy
MID_0005,3,5.3684,6.403,Healthy
MID_0005,4,6.2574,7.2804,Healthy
MID_0005,5,6.1526,6.9548,Healthy
MID_0005,6,14.0497,9.0614,Healthy
MID_0005,7,13.4603,12.5359,Healthy
MID_0005,8,6.5757,6.3374,Healthy
MID_0005,9,14.1205,9.1544,Healthy
MID_0005,10,7.0385,7.8519,Healthy
MID_0005,11,14.136,8.2149,Healthy
MID_0005,12,13.6972,12.9873,Healthy
MID_0005,13,13.0363,12.8441,Healthy
MID_0005,14,7.0169,6.2715,Healthy
MID_0005,15,6.5116,7.3209,Healthy
MID_0005,16,14.2934,8.0511,Healthy
MID_0005,17,12.852,12.5953,Healthy
MID_0005,18,6.9349,6.7982,Healthy
MID_0005,19,13.721,8.372,Healthy
MID_0005,20,13.306,8.1492,Healthy
MID_0005,21,12.8314,12.2583,Healthy
MID_0005,22,6.5182,10.3767,Healthy
MID_0005,23,4.5741,2.8138,Healthy
MID_0005,24,13.1201,12.1522,Healthy
MID_0006,1,12.9074,-5.6466,Risky
MID_0006,2,12.9576,-5.6087,Risky
MID_0006,3,12.4885,2.014,Risky
MID_0006,4,0.5312,3.4695,Risky
MID_0006,5,16.1123,4.8448,Healthy
MID_0006,6,12.2649,3.6322,Risky
MID_0006,7,11.8944,4.9227,Healthy
MID_0006,8,10.9249,-0.8554,Risky
MID_0006,9,0.6932,3.4344,Risky
MID_0006,10,8.6238,11.2144,Healthy
MID_0006,11,12.1062,0.0089,Risky
MID_0006,12,12.012,4.8706,Healthy
MID_0006,13,10.9878,-0.1167,Risky
MID_0006,14,12.0755,3.3104,Risky
MID_0006,15,11.4023,-0.5375,Risky
MID_0006,16,12.0467,4.7878,Healthy
MID_0006,17,11.0219,-0.0658,Risky
MID_0006,18,12.0895,4.8407,Healthy
MID_0006,19,11.3449,0.0509,Risky
MID_0006,20,0.3943,3.5284,Risky
MID_0006,21,14.3302,15.1898,Healthy
MID_0006,22,7.9006,11.0484,Healthy
MID_0006,23,12.2871,0.1025,Risky
MID_0006,24,0.5379,3.6693,Risky
MID_0007,1,6.5032,5.1867,Healthy
MID_0007,2,13.8705,9.1351,Healthy
MID_0007,3,7.1499,7.3263,Healthy
MID_0007,4,14.2231,8.8125,Healthy
MID_0007,5,7.1286,6.4876,Healthy
MID_0007,6,7.2266,7.3319,Healthy
MID_0007,7,14.5232,8.7776,Healthy
MID_0007,8,7.5617,6.8901,Healthy
MID_0007,9,14.3638,8.6789,Healthy
MID_0007,10,6.84,10.0758,Healthy
MID_0007,11,14.3549,7.2765,Healthy
MID_0007,12,13.1875,12.9915,Healthy
MID_0007,13,7.79,4.7929,Healthy
MID_0007,14,13.8487,8.35,Healthy
MID_0007,15,6.8839,7.6778,Healthy
MID_0007,16,13.6097,8.3067,Healthy
MID_0007,17,13.642,12.8213,Healthy
MID_0007,18,6.7831,9.3666,Healthy
MID_0007,19,14.1908,7.4457,Healthy
MID_0007,20,6.7241,7.6981,Healthy
MID_0007,21,14.4294,8.2299,Healthy
MID_0007,22,6.7469,10.3245,Healthy
MID_0007,23,14.3009,7.0245,Healthy
MID_0007,24,7.3442,6.507,Healthy
MID_0008,1,6.5885,5.9205,Healthy
MID_0008,2,6.9207,7.1843,Healthy
MID_0008,3,13.9655,9.1032,Healthy
MID_0008,4,13.6207,12.8071,Healthy
MID_0008,5,12.8014,12.5568,Healthy
MID_0008,6,6.8642,7.0917,Healthy
MID_0008,7,13.5658,8.4432,Healthy
MID_0008,8,13.51,12.572,Healthy
MID_0008,9,5.8048,5.2076,Healthy
MID_0008,10,6.9874,7.8593,Healthy
MID_0008,11,13.4728,8.0176,Healthy
MID_0008,12,12.8302,12.4303,Healthy
MID_0008,13,13.4966,12.668,Healthy
MID_0008,14,6.3865,6.8811,Healthy
MID_0008,15,13.7838,9.0202,Healthy
MID_0008,16,6.7494,6.4061,Healthy
MID_0008,17,13.5402,8.5572,Healthy
MID_0008,18,6.4777,7.6112,Healthy
MID_0008,19,13.3002,8.3782,Healthy
MID_0008,20,13.2379,12.1686,Healthy
MID_0008,21,6.0836,6.7085,Healthy
MID_0008,22,6.5133,10.1801,Healthy
MID_0008,23,14.2002,7.1763,Healthy
MID_0008,24,13.5824,12.8331,Healthy
MID_0009,1,4.0203,8.0709,Healthy
MID_0009,2,4.1105,8.106,Healthy
MID_0009,3,3.9385,7.8456,Healthy
MID_0009,4,4.106,3.6004,Healthy
MID_0009,5,12.8758,11.4181,Healthy
MID_0009,6,4.2372,7.9608,Healthy
MID_0009,7,4.2821,3.5756,Healthy
MID_0009,8,4.3848,8.616,Healthy
MID_0009,9,4.3254,3.6635,Healthy
MID_0009,10,4.9237,9.1802,Healthy
MID_0009,11,4.3212,2.4385,Healthy
MID_0009,12,12.5702,11.3864,Healthy
MID_0009,13,4.3062,8.48,Healthy
MID_0009,14,4.4798,3.7348,Healthy
MID_0009,15,4.2011,8.2335,Healthy
MID_0009,16,4.2545,3.6504,Healthy
MID_0009,17,12.5737,11.3613,Healthy
MID_0009,18,4.6162,8.6776,Healthy
MID_0009,19,4.1216,3.4523,Healthy
MID_0009,20,4.1418,7.9938,Healthy
MID_0009,21,4.2835,3.6879,Healthy
MID_0009,22,4.7881,8.8795,Healthy
MID_0009,23,4.0519,2.9058,Healthy
MID_0009,24,12.8446,11.5158,Healthy
MID_0010,1,12.7213,-5.834,Risky
MID_0010,2,12.6855,-5.8548,Risky
MID_0010,3,12.2783,1.8221,Risky
MID_0010,4,12.225,3.6717,Risky
MID_0010,5,10.8526,0.4131,Risky
MID_0010,6,0.8257,3.5007,Risky
MID_0010,7,11.7016,4.6072,Healthy
MID_0010,8,10.9014,-0.651,Risky
MID_0010,9,17.9282,11.5097,Healthy
MID_0010,10,8.8073,10.4719,Healthy
MID_0010,11,11.7805,-0.2228,Risky
MID_0010,12,11.0804,4.9294,Healthy
MID_0010,13,11.0623,-0.6448,Risky
MID_0010,14,1.2517,3.492,Risky
MID_0010,15,11.222,4.784,Healthy
MID_0010,16,11.1016,0.2284,Risky
MID_0010,17,11.9695,4.3104,Healthy
MID_0010,18,17.5957,10.2356,Healthy
MID_0010,19,16.1281,5.0566,Healthy
MID_0010,20,1.2541,3.4729,Risky
MID_0010,21,12.1151,4.2555,Healthy
MID_0010,22,7.9663,9.4075,Healthy
MID_0010,23,11.7216,0.3507,Risky
MID_0010,24,9.1168,7.1496,Healthy
MID_0011,1,4.6014,5.3694,Healthy
MID_0011,2,4.3026,4.8543,Healthy
MID_0011,3,4.8162,6.514,Healthy
MID_0011,4,4.542,8.4875,Healthy
MID_0011,5,4.7552,7.7109,Healthy
MID_0011,6,4.7876,3.8377,Healthy
MID_0011,7,4.9781,8.3023,Healthy
MID_0011,8,4.9157,3.8876,Healthy
MID_0011,9,4.751,3.0954,Healthy
MID_0011,10,5.56,9.5898,Healthy
MID_0011,11,4.6974,2.888,Healthy
MID_0011,12,13.2766,11.98,Healthy
MID_0011,13,12.9217,11.7936,Healthy
MID_0011,14,12.8546,11.8913,Healthy
MID_0011,15,5.0855,7.7223,Healthy
MID_0011,16,4.1983,3.6373,Healthy
MID_0011,17,12.823,11.8087,Healthy
MID_0011,18,5.4195,9.5209,Healthy
MID_0011,19,4.7326,3.0931,Healthy
MID_0011,20,12.8827,11.7363,Healthy
MID_0011,21,13.0129,11.626,Healthy
MID_0011,22,5.6613,9.3222,Healthy
MID_0011,23,4.6195,2.8433,Healthy
MID_0011,24,5.5074,7.1675,Healthy
MID_0012,1,4.7371,5.3216,Healthy
MID_0012,2,4.8104,5.3688,Healthy
MID_0012,3,4.8916,6.5242,Healthy
MID_0012,4,5.5402,7.9438,Healthy
MID_0012,5,18.2643,3.545,Risky
MID_0012,6,4.5574,3.8163,Healthy
MID_0012,7,5.412,7.3269,Healthy
MID_0012,8,4.9148,3.9251,Healthy
MID_0012,9,13.0042,11.7901,Healthy
MID_0012,10,5.4685,9.1814,Healthy
MID_0012,11,4.6622,2.847,Healthy
MID_0012,12,5.2784,7.444,Healthy
MID_0012,13,4.9655,3.9666,Healthy
MID_0012,14,13.3315,12.0761,Healthy
MID_0012,15,12.9192,11.7913,Healthy
MID_0012,16,5.8129,6.9048,Healthy
MID_0012,17,4.9855,3.5925,Healthy
MID_0012,18,5.979,9.1549,Healthy
MID_0012,19,4.7431,2.9058,Healthy
MID_0012,20,5.5811,7.2499,Healthy
MID_0012,21,5.4609,7.5759,Healthy
MID_0012,22,5.6928,9.3557,Healthy
MID_0012,23,4.5046,2.9321,Healthy
MID_0012,24,5.3676,7.7284,Healthy
MID_0013,1,15.0457,-0.2159,Risky
MID_0013,2,15.645,-0.0438,Risky
MID_0013,3,6.9009,5.8476,Healthy
MID_0013,4,6.8461,6.3962,Healthy
MID_0013,5,14.0886,8.9957,Healthy
MID_0013,6,7.1052,6.3632,Healthy
MID_0013,7,14.4018,9.0883,Healthy
MID_0013,8,13.6024,13.0759,Healthy
MID_0013,9,7.1721,6.0426,Healthy
MID_0013,10,7.3277,7.9168,Healthy
MID_0013,11,14.2625,7.6774,Healthy
MID_0013,12,7.2509,7.2366,Healthy
MID_0013,13,7.032,6.6166,Healthy
MID_0013,14,13.8353,8.4059,Healthy
MID_0013,15,13.286,12.7015,Healthy
MID_0013,16,6.7059,7.542,Healthy
MID_0013,17,14.5398,8.6272,Healthy
MID_0013,18,6.4274,9.7793,Healthy
MID_0013,19,14.1182,7.168,Healthy
MID_0013,20,13.1362,12.832,Healthy
MID_0013,21,13.1646,13.1312,Healthy
MID_0013,22,6.7741,10.3067,Healthy
MID_0013,23,14.2198,7.0932,Healthy
MID_0013,24,13.3972,12.9499,Healthy
MID_0014,1,7.583,5.5714,Healthy
MID_0014,2,7.8901,6.5983,Healthy
MID_0014,3,8.0351,6.8644,Healthy
MID_0014,4,11.2894,-0.7219,Risky
MID_0014,5,13.3638,13.3041,Healthy
MID_0014,6,8.332,6.3699,Healthy
MID_0014,7,8.2112,6.875,Healthy
MID_0014,8,8.6093,6.6658,Healthy
MID_0014,9,14.5621,8.3115,Healthy
MID_0014,10,7.561,9.591,Healthy
MID_0014,11,15.0342,7.7425,Healthy
MID_0014,12,13.727,13.729,Healthy
MID_0014,13,9.2099,6.6811,Healthy
MID_0014,14,15.1113,8.2661,Healthy
MID_0014,15,13.5371,13.7969,Healthy
MID_0014,16,12.6298,3.7204,Risky
MID_0014,17,11.0381,-0.8232,Risky
MID_0014,18,7.8942,9.6019,Healthy
MID_0014,19,12.0571,-0.3105,Risky
MID_0014,20,13.3206,14.0301,Healthy
MID_0014,21,9.0193,7.5649,Healthy
MID_0014,22,7.6889,9.8727,Healthy
MID_0014,23,12.237,0.1081,Risky
MID_0014,24,17.6389,10.2193,Healthy
MID_0015,1,4.6245,5.331,Healthy
MID_0015,2,4.3554,4.9429,Healthy
MID_0015,3,4.7616,6.7458,Healthy
MID_0015,4,5.1437,7.6724,Healthy
MID_0015,5,4.5693,3.755,Healthy
MID_0015,6,4.8552,7.7871,Healthy
MID_0015,7,4.0623,3.6727,Healthy
MID_0015,8,12.872,11.7385,Healthy
MID_0015,9,12.9977,11.6147,Healthy
MID_0015,10,5.341,9.5042,Healthy
MID_0015,11,4.6516,2.8253,Healthy
MID_0015,12,5.0753,7.4194,Healthy
MID_0015,13,5.2074,7.5181,Healthy
MID_0015,14,4.2011,7.4927,Healthy
MID_0015,15,18.3587,3.4261,Risky
MID_0015,16,4.9365,3.8989,Healthy
MID_0015,17,5.3211,7.4434,Healthy
MID_0015,18,5.6184,7.38,Healthy
MID_0015,19,4.9191,3.3275,Healthy
MID_0015,20,13.1714,12.0123,Healthy
MID_0015,21,5.5028,7.0945,Healthy
MID_0015,22,5.6893,9.6326,Healthy
MID_0015,23,4.7395,2.8612,Healthy
MID_0015,24,5.472,7.4561,Healthy
MID_0016,1,15.0621,2.2782,Risky
MID_0016,2,15.8958,8.0989,Healthy
MID_0016,3,12.1558,3.7803,Risky
MID_0016,4,11.6996,3.911,Healthy
MID_0016,5,17.8063,11.468,Healthy
MID_0016,6,15.843,8.073,Healthy
MID_0016,7,17.9479,11.5203,Healthy
MID_0016,8,12.0565,4.8026,Healthy
MID_0016,9,11.1896,-0.3966,Risky
MID_0016,10,8.1361,10.8963,Healthy
MID_0016,11,12.2935,0.0988,Risky
MID_0016,12,11.9796,4.9364,Healthy
MID_0016,13,15.6905,7.4707,Healthy
MID_0016,14,9.1772,7.4829,Healthy
MID_0016,15,11.1476,-0.087,Risky
MID_0016,16,11.4467,4.6284,Healthy
MID_0016,17,14.9985,8.0783,Healthy
MID_0016,18,11.5362,4.9845,Healthy
MID_0016,19,15.6861,7.8997,Healthy
MID_0016,20,15.7986,3.1228,Risky
MID_0016,21,15.2679,8.0161,Healthy
MID_0016,22,8.042,11.052,Healthy
MID_0016,23,16.1618,5.132,Healthy
MID_0016,24,9.5584,7.4485,Healthy
MID_0017,1,12.7884,-5.754,Risky
MID_0017,2,12.8858,-5.6739,Risky
MID_0017,3,12.3828,1.907,Risky
MID_0017,4,12.2626,3.6739,Risky
MID_0017,5,8.5521,7.8478,Healthy
MID_0017,6,10.9694,-0.4517,Risky
MID_0017,7,17.6716,11.1953,Healthy
MID_0017,8,14.9632,8.0617,Healthy
MID_0017,9,1.0281,3.5783,Risky
MID_0017,10,7.8255,10.0271,Healthy
MID_0017,11,15.3147,7.6332,Healthy
MID_0017,12,9.2988,6.5086,Healthy
MID_0017,13,15.4962,8.296,Healthy
MID_0017,14,0.3447,3.5661,Risky
MID_0017,15,12.8532,13.77,Healthy
MID_0017,16,11.1589,4.7353,Healthy
MID_0017,17,12.2055,3.9891,Risky
MID_0017,18,9.2746,6.926,Healthy
MID_0017,19,15.3119,7.4226,Healthy
MID_0017,20,11.8277,5.0945,Healthy
MID_0017,21,15.4377,7.4885,Healthy
MID_0017,22,7.6584,10.7083,Healthy
MID_0017,23,12.5257,0.3031,Risky
MID_0017,24,12.6908,13.3308,Healthy
MID_0018,1,12.8634,-5.697,Risky
MID_0018,2,12.7536,-5.7972,Risky
MID_0018,3,12.4665,2.0068,Risky
MID_0018,4,0.5814,3.4325,Risky
MID_0018,5,11.0933,4.9829,Healthy
MID_0018,6,10.9227,0.3441,Risky
MID_0018,7,11.071,4.8866,Healthy
MID_0018,8,8.4071,8.3969,Healthy
MID_0018,9,11.4901,0.3205,Risky
MID_0018,10,8.0205,10.6049,Healthy
MID_0018,11,14.6048,7.8258,Healthy
MID_0018,12,0.9429,3.6355,Risky
MID_0018,13,8.2727,7.4502,Healthy
MID_0018,14,8.008,7.2386,Healthy
MID_0018,15,11.0543,-0.9418,Risky
MID_0018,16,13.6194,13.6432,Healthy
MID_0018,17,12.9815,13.7191,Healthy
MID_0018,18,8.9894,6.8758,Healthy
MID_0018,19,11.4907,-0.6177,Risky
MID_0018,20,0.592,3.6792,Risky
MID_0018,21,12.2805,4.1942,Risky
MID_0018,22,8.5639,7.8665,Healthy
MID_0018,23,12.1826,-0.1258,Risky
MID_0018,24,12.1188,4.5333,Healthy
MID_0019,1,11.3296,3.4788,Healthy
MID_0019,2,11.6138,4.6987,Healthy
MID_0019,3,10.9246,-0.6882,Risky
MID_0019,4,11.5272,3.6559,Healthy
MID_0019,5,10.9,-0.3973,Risky
MID_0019,6,11.1535,4.8241,Healthy
MID_0019,7,12.2291,3.6726,Risky
MID_0019,8,17.7998,11.3428,Healthy
MID_0019,9,11.3416,0.43,Risky
MID_0019,10,8.4729,10.9151,Healthy
MID_0019,11,11.3151,-0.6364,Risky
MID_0019,12,11.0435,4.9011,Healthy
MID_0019,13,11.451,4.9705,Healthy
MID_0019,14,11.6134,-0.0557,Risky
MID_0019,15,11.4401,4.9329,Healthy
MID_0019,16,10.9362,-0.3929,Risky
MID_0019,17,0.3632,3.467,Risky
MID_0019,18,12.3795,3.8793,Risky
MID_0019,19,11.3403,-0.4032,Risky
MID_0019,20,0.5258,3.4126,Risky
MID_0019,21,14.3552,15.2255,Healthy
MID_0019,22,8.1724,11.1688,Healthy
MID_0019,23,12.1042,-0.0286,Risky
MID_0019,24,0.5491,3.6525,Risky
MID_0020,1,5.825,5.08,Healthy
MID_0020,2,13.8256,9.1905,Healthy
MID_0020,3,5.4937,6.3825,Healthy
MID_0020,4,7.0332,7.6403,Healthy
MID_0020,5,6.933,7.7051,Healthy
MID_0020,6,14.0344,9.0066,Healthy
MID_0020,7,13.7521,12.7879,Healthy
MID_0020,8,6.9439,6.3749,Healthy
MID_0020,9,7.196,6.2794,Healthy
MID_0020,10,7.2309,9.5117,Healthy
MID_0020,11,14.9038,7.2965,Healthy
MID_0020,12,13.6642,13.2074,Healthy
MID_0020,13,7.3073,7.2729,Healthy
MID_0020,14,14.0282,8.4466,Healthy
MID_0020,15,7.3829,6.4132,Healthy
MID_0020,16,14.9212,8.6764,Healthy
MID_0020,17,7.2883,7.6444,Healthy
MID_0020,18,7.45,7.6816,Healthy
MID_0020,19,14.178,7.8636,Healthy
MID_0020,20,7.0971,7.6081,Healthy
MID_0020,21,14.5087,8.0069,Healthy
MID_0020,22,6.7445,10.3854,Healthy
MID_0020,23,14.4002,7.0426,Healthy
MID_0020,24,7.5483,6.7769,Healthy
MID_0021,1,15.1572,2.1417,Risky
MID_0021,2,16.0848,4.6798,Healthy
MID_0021,3,8.5107,7.1137,Healthy
MID_0021,4,15.3305,8.1891,Healthy
MID_0021,5,15.803,3.1779,Risky
MID_0021,6,8.7796,6.6732,Healthy
MID_0021,7,9.1153,6.4359,Healthy
MID_0021,8,15.8652,7.7698,Healthy
MID_0021,9,8.6527,7.7919,Healthy
MID_0021,10,7.8974,9.4281,Healthy
MID_0021,11,15.1359,7.6703,Healthy
MID_0021,12,13.1719,13.9175,Healthy
MID_0021,13,8.958,6.79,Healthy
MID_0021,14,15.8033,3.1695,Risky
MID_0021,15,15.5228,8.1206,Healthy
MID_0021,16,9.5128,7.039,Healthy
MID_0021,17,17.5518,11.4185,Healthy
MID_0021,18,8.8743,7.4132,Healthy
MID_0021,19,15.5323,7.4188,Healthy
MID_0021,20,9.5702,7.2277,Healthy
MID_0021,21,15.6648,8.0164,Healthy
MID_0021,22,8.0459,11.1216,Healthy
MID_0021,23,15.5675,7.0389,Healthy
MID_0021,24,13.158,13.9022,Healthy
MID_0022,1,13.2335,-5.4371,Risky
MID_0022,2,13.011,-5.5537,Risky
MID_0022,3,12.8164,2.1815,Risky
MID_0022,4,8.6936,7.2751,Healthy
MID_0022,5,9.1001,6.6117,Healthy
MID_0022,6,9.2597,6.5148,Healthy
MID_0022,7,15.7599,8.0664,Healthy
MID_0022,8,9.2564,7.415,Healthy
MID_0022,9,15.8412,8.0876,Healthy
MID_0022,10,8.627,9.23,Healthy
MID_0022,11,16.171,4.8316,Healthy
MID_0022,12,0.5638,3.4376,Risky
MID_0022,13,11.6377,3.8059,Healthy
MID_0022,14,11.4033,-0.2438,Risky
MID_0022,15,15.8342,2.8172,Risky
MID_0022,16,11.3228,4.8409,Healthy
MID_0022,17,16.1459,4.8128,Healthy
MID_0022,18,8.4232,8.2636,Healthy
MID_0022,19,11.5138,0.4476,Risky
MID_0022,20,12.191,3.5672,Risky
MID_0022,21,15.6056,7.7514,Healthy
MID_0022,22,7.5558,10.4097,Healthy
MID_0022,23,12.1438,0.1196,Risky
MID_0022,24,0.4501,3.7022,Risky
MID_0023,1,13.046,-5.552,Risky
MID_0023,2,13.0563,-5.715,Risky
MID_0023,3,13.6355,2.1023,Risky
MID_0023,4,11.3362,-0.1464,Risky
MID_0023,5,9.4734,6.5135,Healthy
MID_0023,6,10.9153,0.3879,Risky
MID_0023,7,8.7249,7.0538,Healthy
MID_0023,8,9.1731,7.2493,Healthy
MID_0023,9,9.704,7.16,Healthy
MID_0023,10,8.1565,9.9093,Healthy
MID_0023,11,15.288,7.1947,Healthy
MID_0023,12,13.0738,13.8718,Healthy
MID_0023,13,12.9504,13.8859,Healthy
MID_0023,14,8.209,8.2283,Healthy
MID_0023,15,14.5583,8.1938,Healthy
MID_0023,16,13.6465,13.8617,Healthy
MID_0023,17,12.9973,13.6409,Healthy
MID_0023,18,8.0892,8.4699,Healthy
MID_0023,19,15.4363,7.8685,Healthy
MID_0023,20,8.5212,7.2027,Healthy
MID_0023,21,15.2597,8.1863,Healthy
MID_0023,22,7.8807,11.0719,Healthy
MID_0023,23,14.9481,7.1252,Healthy
MID_0023,24,8.917,7.1087,Healthy
MID_0024,1,6.7992,5.6293,Healthy
MID_0024,2,6.9714,6.9417,Healthy
MID_0024,3,14.2658,9.0879,Healthy
MID_0024,4,6.7468,7.1876,Healthy
MID_0024,5,13.5821,7.864,Healthy
MID_0024,6,6.8263,7.1281,Healthy
MID_0024,7,14.2296,8.6298,Healthy
MID_0024,8,13.4006,12.6758,Healthy
MID_0024,9,6.8457,6.5066,Healthy
MID_0024,10,6.7196,9.8274,Healthy
MID_0024,11,13.8011,7.3392,Healthy
MID_0024,12,6.9898,7.0634,Healthy
MID_0024,13,14.3429,7.9401,Healthy
MID_0024,14,7.0828,6.9705,Healthy
MID_0024,15,13.6902,7.8555,Healthy
MID_0024,16,6.7938,7.4374,Healthy
MID_0024,17,6.5429,7.3536,Healthy
MID_0024,18,6.3441,9.574,Healthy
MID_0024,19,13.966,7.1918,Healthy
MID_0024,20,13.6672,12.6472,Healthy
MID_0024,21,6.9013,6.4478,Healthy
MID_0024,22,6.7413,10.1995,Healthy
MID_0024,23,13.7386,7.5876,Healthy
MID_0024,24,13.6947,12.7636,Healthy
MID_0025,1,10.5594,3.5144,Healthy
MID_0025,2,11.1183,-0.7079,Risky
MID_0025,3,8.8248,6.8788,Healthy
MID_0025,4,11.1622,-0.7216,Risky
MID_0025,5,8.8296,7.2493,Healthy
MID_0025,6,14.5676,8.0579,Healthy
MID_0025,7,8.1623,7.7429,Healthy
MID_0025,8,15.2568,8.3576,Healthy
MID_0025,9,0.3053,3.6866,Risky
MID_0025,10,8.2137,10.9536,Healthy
MID_0025,11,15.04,7.3548,Healthy
MID_0025,12,8.6059,6.9084,Healthy
MID_0025,13,17.6533,9.9017,Healthy
MID_0025,14,11.1585,-0.369,Risky
MID_0025,15,12.4678,4.2391,Risky
MID_0025,16,11.1286,-0.703,Risky
MID_0025,17,13.5237,13.9738,Healthy
MID_0025,18,11.8272,5.235,Healthy
MID_0025,19,15.625,7.5306,Healthy
MID_0025,20,0.5763,3.6504,Risky
MID_0025,21,12.3212,4.0002,Risky
MID_0025,22,8.4478,11.0395,Healthy
MID_0025,23,12.2896,0.1551,Risky
MID_0025,24,0.2452,3.4802,Risky
MID_0026,1,4.0192,8.114,Healthy
MID_0026,2,4.0471,8.1266,Healthy
MID_0026,3,4.3245,3.6993,Healthy
MID_0026,4,4.1049,7.9115,Healthy
MID_0026,5,4.6162,3.567,Healthy
MID_0026,6,4.4407,8.5241,Healthy
MID_0026,7,4.2357,3.7015,Healthy
MID_0026,8,4.069,8.0903,Healthy
MID_0026,9,4.2889,3.7234,Healthy
MID_0026,10,4.2509,8.1574,Healthy
MID_0026,11,4.3102,3.537,Healthy
MID_0026,12,4.2783,7.8523,Healthy
MID_0026,13,4.2426,3.5828,Healthy
MID_0026,14,4.5185,7.5994,Healthy
MID_0026,15,4.5102,7.9665,Healthy
MID_0026,16,4.7428,3.6737,Healthy
