merchant_id,week,segment,gmv,txn_count,avg_ticket_size,refund_amount,refund_rate,chargeback_amount,chargeback_rate,refund_count,chargeback_count,gmv_prev_week,gmv_pct_change,gmv_4w_rolling_avg,gmv_4w_rolling_std,gmv_trend_slope,gmv_volatility,refund_rate_4w_avg,refund_acceleration,chargeback_rate_4w_avg,chargeback_acceleration,txn_count_volatility,ticket_size_drift,refund_to_chargeback_ratio,cumulative_chargeback_ratio,is_seasonal_spike,failure_week,churned,anomaly_score,cluster_label,umap_x,umap_y,health_score,survival_prob_4w,revenue_at_risk
MID_0001,11,healthy,204037.7,178,1146.28,8216.33,0.03785,794.36,0.00296,7,0,259367.39,-0.21333,217347.1075,28018.154353772603,5982.775,0.12890971808145038,0.03284,0.0005000000000000004,0.0046375,-0.00279,8.831760866327864,0.8363222483255753,12.782843633907463,0.0053367485644923995,0,,0,,,,,,,
MID_0001,12,healthy,209184.61,165,1267.79,8249.0,0.03705,985.32,0.00385,6,0,204037.7,0.02523,218934.585,27086.201745014663,-3722.1780000000085,0.12371824097545367,0.0366325,-0.0008000000000000021,0.00339,0.0008900000000000002,11.09053650640943,1.093808776077166,9.620877694105426,0.00528253489128023,0,,0,,,,,,,
MID_0001,13,healthy,172520.11,141,1223.55,6169.2,0.03293,1440.73,0.00724,5,1,209184.61,-0.17527,211277.45249999998,35923.84394988599,-25539.49300000001,0.17003160311068194,0.036295,-0.004119999999999999,0.0049499999999999995,0.00339,20.984120980716195,1.0178776433788663,4.5477144040878335,0.005486952765927404,0,,0,,,,,,,
MID_0001,14,healthy,200814.42,147,1366.08,5991.9,0.02737,875.47,0.00335,4,0,172520.11,0.16401,196639.21,16444.736531731545,-4633.433999999999,0.0836289798542616,0.033800000000000004,-0.0055600000000000024,0.004350000000000001,-0.00389,16.91892431568864,1.000725226908116,8.16771113100567,0.005405825414948804,0,,0,,,,,,,
MID_0001,15,healthy,207690.58,166,1251.15,4607.6,0.01976,2346.63,0.01034,3,1,200814.42,0.03424,197552.43,17081.640439542083,2381.222000000003,0.08646636459726471,0.029277499999999998,-0.007609999999999999,0.006195,0.00699,12.658988901172176,1.0914872456991311,1.9108403442607098,0.005814029637897503,0,,0,,,,,,,
MID_0001,16,healthy,180675.5,140,1290.54,3213.06,0.01495,1518.59,0.00741,2,1,207690.58,-0.13007,190425.1525,16549.704294859475,3134.2330000000015,0.08690923482270844,0.0237525,-0.00481,0.007085,-0.0029300000000000003,12.069244660154464,1.0179446122780587,2.0172716232627175,0.005961293212189842,0,,0,,,,,,,
MID_0001,17,healthy,197162.3,184,1071.53,4481.1,0.02024,1261.3,0.00538,4,1,180675.5,0.09125,196585.7,11469.777159311596,-3797.144000000006,0.058344921117117116,0.02058,0.005290000000000001,0.00662,-0.0020299999999999997,19.822125684867075,0.8757549752768583,3.761382642631481,0.005986754095148243,0,,0,,,,,,,
MID_0001,18,healthy,233120.22,178,1309.66,5989.41,0.02341,1157.35,0.00417,4,0,197162.3,0.18238,204662.15,21989.696561759734,9277.572000000004,0.10744388525993834,0.01959,0.003169999999999999,0.0068249999999999995,-0.0012100000000000001,19.493588689617933,0.9586993441086906,5.61256293454807,0.005920732791995651,1,,0,,,,,,,
MID_0001,19,healthy,186411.6,152,1226.39,3215.89,0.0147,973.48,0.00415,2,0,233120.22,-0.20036,199342.405,23532.62065171309,5316.622000000003,0.1180512528259857,0.018325,-0.00871,0.0052775,-2.0000000000000052e-05,20.936411663256283,0.9802102066099189,3.541315345699831,0.005886426433149429,0,,0,,,,,,,
MID_0001,20,healthy,206658.57,188,1099.25,4639.62,0.02008,1145.21,0.00459,4,1,186411.6,0.10861,205838.1725,19980.37078888744,-1821.9809999999939,0.0970683452253754,0.0196075,0.005380000000000001,0.0045725,0.0004400000000000003,16.196707484341797,0.8517752258744402,4.373774776737094,0.005868618878215209,0,,0,,,,,,,
MID_0001,21,healthy,181238.83,151,1200.26,4062.42,0.01957,992.59,0.0044,3,0,206658.57,-0.123,201857.305,23552.16419050914,-13539.720000000005,0.11667729434113103,0.01944,-0.00051,0.004327500000000001,-0.00019000000000000006,18.643586922406683,1.1201366270659712,4.446716655305612,0.005851639880965517,0,,0,,,,,,,
MID_0001,22,healthy,257939.78,204,1264.41,3443.66,0.01151,1556.71,0.00527,2,1,181238.83,0.4232,208062.195,35014.210554907106,18916.479999999996,0.16828723043481694,0.016465,-0.008060000000000001,0.004602500000000001,0.0008700000000000001,26.512575632455384,0.9654490478444787,2.183646366913299,0.005862298430607491,1,,0,,,,,,,
MID_0001,23,healthy,185376.3,134,1383.41,4169.86,0.02004,1240.02,0.0056,3,0,257939.78,-0.28132,207803.37,35230.75564013449,1285.4139999999957,0.16953890420528286,0.0178,0.00853,0.004965000000000001,0.00032999999999999956,32.32517079098991,1.1280343120866934,3.577932512051419,0.005895428953973686,0,,0,,,,,,,
MID_0001,24,healthy,168616.77,154,1094.91,3928.33,0.0203,801.19,0.00341,3,0,185376.3,-0.09041,198292.91999999998,40398.444048562895,-11042.966,0.20373114707453582,0.017855,0.0002599999999999998,0.0046700000000000005,-0.00219,30.1482448355898,0.9960518535365023,5.95133391967165,0.0058552077202660285,0,,0,,,,,,,
MID_0002,1,healthy,142112.67,139,1022.39,21397.52,0.14708,470.96,0.00195,20,0,,0.0,142112.67,0.0,0.0,0.0,0.14708,0.0,0.00195,0.0,0.0,1.0,75.38698103536647,0.00331399023040441,0,,0,,,,,,,
MID_0002,2,healthy,142960.83,121,1181.49,21051.13,0.14389,480.61,0.00195,17,0,142112.67,0.00597,142536.75,599.739687531164,848.1599999999744,0.004207614439973946,0.14548499999999998,-0.0031899999999999984,0.00195,0.0,12.727922061357855,1.1556157630649753,73.75192209123527,0.0033379812574534707,0,,0,,,,,,,
MID_0002,3,healthy,134553.83,123,1093.93,18702.66,0.13534,4028.39,0.02842,17,3,142960.83,-0.05881,139875.77666666664,4628.410211782597,-3779.420000000013,0.0330894335105593,0.14210333333333333,-0.008550000000000002,0.010773333333333334,0.02647,9.865765724632496,1.0699732978608947,4.761971781429224,0.011867577833855895,0,,0,,,,,,,
MID_0002,4,healthy,141350.55,106,1333.5,19888.76,0.13728,3977.67,0.02682,14,2,134553.83,0.05051,140244.47,3850.349744529716,-1069.3360000000073,0.0274545566360104,0.1408975,0.001940000000000025,0.014785,-0.0016000000000000007,13.500000000000002,1.304296794765207,5.118377390850453,0.015967884509071963,0,,0,,,,,,,
MID_0002,5,healthy,152331.91,136,1120.09,21172.19,0.1359,4956.98,0.03138,18,4,141350.55,0.07769,142799.27999999997,7325.375927436539,3490.996000000005,0.051298409399439845,0.1381025,-0.00138000000000002,0.022142500000000002,0.004559999999999998,12.28820572744451,1.0955604025860972,4.330645932252,0.019507106442462386,0,,0,,,,,,,
MID_0002,6,healthy,133826.78,103,1299.29,19118.4,0.13921,4336.07,0.03069,14,3,152331.91,-0.12148,140515.7675,8575.261666205393,880.021000000005,0.061027042151297124,0.1369325,0.0033100000000000074,0.029327500000000003,-0.0006899999999999996,15.427248620541516,1.0997046102802392,4.535857417483953,0.02154396427482579,0,,0,,,,,,,
MID_0002,7,healthy,154033.82,148,1040.77,21340.86,0.13489,3920.89,0.02407,20,3,133826.78,0.15099,145385.765,9538.184313073785,1954.468000000005,0.06560603999303631,0.13682,-0.0043199999999999905,0.028239999999999998,-0.006619999999999997,22.231734075415712,0.9514045688480981,5.603838644011466,0.022145650951560656,0,,0,,,,,,,
MID_0002,8,healthy,132928.39,97,1370.4,18605.44,0.13624,4388.63,0.03154,13,3,154033.82,-0.13702,143280.225,11461.54319159655,-3800.351999999996,0.07999389442274085,0.13656000000000001,0.00134999999999999,0.029419999999999998,0.0074699999999999975,24.85960578931211,1.0276715410573678,4.3194572144193275,0.023419653092278767,0,,0,,,,,,,
MID_0002,9,healthy,149819.31,120,1248.49,21066.89,0.13704,3498.89,0.02201,16,2,132928.39,0.12707,142652.075,10852.791631749245,2687.2160000000003,0.07607875056618114,0.136845,0.0007999999999999952,0.0270775,-0.00953,22.847319317591726,1.1146336455106287,6.225977920130844,0.023411999748345774,0,,0,,,,,,,
MID_0002,10,healthy,173920.31,138,1260.29,25723.21,0.14503,4737.16,0.02592,20,3,149819.31,0.16087,152675.4575,16845.30755452367,7655.038999999995,0.11033408925212054,0.1383,0.007989999999999997,0.025885000000000002,0.00391,22.396056200441485,0.9699836064312047,5.595077350410864,0.023868386235385303,1,,0,,,,,,,
MID_0002,11,healthy,136067.98,118,1153.12,20070.13,0.14372,4619.65,0.03239,17,4,173920.31,-0.21764,148183.9975,18659.79160588059,3351.976999999999,0.12592312206825615,0.14050749999999998,-0.0013100000000000056,0.027965,0.0064700000000000035,16.780444968275823,1.1079489224324297,4.437034978852149,0.024729118657505635,0,,0,,,,,,,
MID_0002,12,healthy,143369.9,108,1327.5,21028.28,0.14339,3663.85,0.02417,15,2,136067.98,0.05366,150794.375,16408.83055044957,-5720.056,0.1088159326257412,0.142295,-0.00032999999999999696,0.0261225,-0.008220000000000002,12.489995996796798,0.9686952714535901,5.9323155847916915,0.02479729361179973,0,,0,,,,,,,
MID_0002,13,healthy,137468.74,121,1136.11,19348.23,0.13729,4151.64,0.02857,17,3,143369.9,-0.04116,147706.73249999998,17759.84995871189,-10205.279000000004,0.12023724076755711,0.1423575,-0.006099999999999994,0.027762500000000002,0.004400000000000001,12.473304828045107,0.9099872646156556,4.805222078331174,0.025193500714019663,0,,0,,,,,,,
MID_0002,14,healthy,133972.65,100,1339.73,19475.23,0.14149,4379.72,0.03109,14,3,137468.74,-0.02543,137719.8175,4031.389486156332,-1218.7150000000051,0.0292723992763573,0.1414725,0.004200000000000009,0.029055,0.002519999999999998,9.604686356149276,1.063033111426735,4.550834646682319,0.025693561006995227,0,,0,,,,,,,
MID_0002,15,healthy,149308.74,141,1058.93,21497.78,0.14067,4745.03,0.03028,20,4,133972.65,0.11447,141030.0075,6745.404109650642,1432.0429999999992,0.04782956641055849,0.14071,-0.0008200000000000152,0.0285275,-0.0008099999999999982,17.8978583448784,0.9183172609962538,4.64548726924474,0.02611466650214623,0,,0,,,,,,,
MID_0002,16,healthy,138453.95,110,1258.67,20057.16,0.14102,3818.57,0.02629,15,3,149308.74,-0.0727,139801.02,6623.714064848119,1829.172000000006,0.04737958324481996,0.1401175,0.00035000000000001696,0.0290575,-0.0039900000000000005,17.568911937472585,0.94815065913371,5.363812711574303,0.026203015295969613,0,,0,,,,,,,
MID_0002,17,healthy,127949.36,112,1142.4,17837.28,0.13492,4194.6,0.03153,15,3,138453.95,-0.07587,137421.175,9018.285681504747,-2892.465999999996,0.06562515333928066,0.139525,-0.006099999999999994,0.029797499999999998,0.005240000000000002,17.632829230349472,1.0055364357324557,4.278963559671435,0.02655028911292733,0,,0,,,,,,,
MID_0002,18,healthy,130956.89,125,1047.66,19649.96,0.14629,3938.15,0.02845,18,3,127949.36,0.02351,136667.235,9515.06496195902,-6556.013999999998,0.06962213702420626,0.140725,0.011369999999999991,0.0291375,-0.003080000000000003,14.306175822583292,0.7819933867271764,5.141822783030474,0.026730773235120485,1,,0,,,,,,,
MID_0002,19,healthy,132051.77,112,1179.03,19275.28,0.14226,3647.29,0.02606,16,3,130956.89,0.00836,132352.9925,4421.670076523744,-1619.9010000000067,0.0334081609563179,0.1411225,-0.004030000000000006,0.0280825,-0.0023899999999999998,6.898067362191633,1.1134163731313684,5.4587314377805916,0.026774474360217047,0,,0,,,,,,,
MID_0002,20,healthy,132886.88,103,1290.16,19670.73,0.1442,4329.97,0.03115,15,3,132051.77,0.00632,130961.225,2157.8372773451943,1590.7440000000001,0.01647691732670275,0.1419175,0.0019399999999999973,0.029297500000000004,0.005090000000000001,9.055385138137423,1.025018471879047,4.629064877532021,0.027048199398098136,0,,0,,,,,,,
MID_0002,21,healthy,136831.12,112,1221.71,20195.68,0.14398,4814.57,0.03366,16,3,132886.88,0.02968,133181.665,2558.1051910154947,1845.7800000000002,0.019207637860634095,0.1441825,-0.00021999999999999797,0.029830000000000002,0.002510000000000002,9.055385138137423,1.069424019607843,4.277353613974629,0.02742475526437076,0,,0,,,,,,,
MID_0002,22,healthy,184081.79,134,1373.74,27432.83,0.14627,5981.29,0.03147,19,4,136831.12,0.34532,146462.89,25165.724426405854,16003.430000000004,0.17182321355419128,0.1441775,0.0022900000000000142,0.030585,-0.0021900000000000044,13.200378782444089,1.3112460149285072,4.6477709637444,0.027721737508357186,1,,0,,,,,,,
MID_0002,23,healthy,136762.19,105,1302.5,20626.84,0.14701,4122.98,0.02871,15,3,184081.79,-0.25706,147640.495,24364.02569642997,5887.660000000001,0.16502264975652478,0.14536500000000002,0.0007399999999999907,0.0312475,-0.0027599999999999986,14.200938936093864,1.1047216779895337,5.120337153007558,0.027822925559401763,0,,0,,,,,,,
MID_0002,24,healthy,135130.85,113,1195.85,20964.52,0.15149,3647.31,0.02571,17,3,136762.19,-0.01193,148201.4875,23933.104385115294,-5242.040999999997,0.161490311525745,0.14718750000000003,0.004480000000000012,0.0298875,-0.002999999999999999,12.516655570345728,0.9269005394679728,5.892030648360624,0.027789986427147115,0,,0,,,,,,,
MID_0003,1,healthy,66144.17,61,1084.33,3463.18,0.04377,1299.59,0.01646,3,1,,0.0,66144.17,0.0,0.0,0.0,0.04377,0.0,0.01646,0.0,0.0,1.0,2.659012210679789,0.019647838955124123,0,,0,,,,,,,
MID_0003,2,healthy,64907.6,56,1159.06,3339.39,0.04371,1261.24,0.01646,2,1,66144.17,-0.0187,65525.884999999995,874.3870324118463,-1236.5699999999997,0.013344146857360299,0.04374,-6.0000000000004494e-05,0.01646,0.0,3.5355339059327378,1.0689181337784623,2.655367231638418,0.019540598345069736,0,,0,,,,,,,
MID_0003,3,healthy,68020.22,58,1172.76,3459.97,0.04353,1023.38,0.01178,2,0,64907.6,0.04795,66357.33,1567.2200564375132,938.0250000000015,0.02361788903221235,0.04367000000000001,-0.0001799999999999996,0.014899999999999998,-0.004679999999999998,2.5166114784235836,1.081552663856944,3.6949325184619304,0.018004592207984636,0,,0,,,,,,,
MID_0003,4,healthy,70177.2,65,1079.65,4039.36,0.05011,1046.01,0.01234,3,0,68020.22,0.03171,67312.2975,2298.978941709774,1521.1709999999998,0.03415392175071161,0.04528,0.0065800000000000025,0.01426,0.0005599999999999997,3.915780041490243,0.995683970746913,4.060448910136942,0.017196783396016168,0,,0,,,,,,,
MID_0003,5,healthy,64599.2,50,1291.98,3231.22,0.04186,723.7,0.00784,2,0,70177.2,-0.07948,66926.055,2661.801121815829,123.17799999999916,0.03977226988466685,0.0448025,-0.00825,0.012105000000000001,-0.0045000000000000005,6.18465843842649,1.1915007423939208,5.338604769799772,0.01603698013934997,0,,0,,,,,,,
MID_0003,6,healthy,67386.95,49,1375.24,3282.5,0.04197,631.67,0.00618,2,0,64599.2,0.04315,67545.8925,2299.0596008422635,-747.7810000000012,0.034037000855503194,0.044367500000000004,0.00010999999999999899,0.009535,-0.00166,7.505553499465134,1.1865132089796906,6.790163403979939,0.01491790329332676,0,,0,,,,,,,
MID_0003,7,healthy,70700.95,66,1071.23,3369.56,0.04016,799.12,0.00822,3,0,67386.95,0.04918,68216.075,2816.016575620006,435.9,0.04128083557400108,0.043524999999999994,-0.0018099999999999991,0.008645,0.00204,9.255628917943213,0.9134264470138818,4.885050480476829,0.014376326092629206,0,,0,,,,,,,
MID_0003,8,healthy,69984.09,59,1186.17,3225.61,0.03899,952.49,0.01088,2,0,70700.95,-0.01014,68167.79749999999,2772.507347094255,1946.8669999999997,0.04067180470446597,0.040745,-0.0011700000000000044,0.00828,0.002660000000000001,8.041558721209878,1.0986616032973648,3.5833103575039056,0.014277374104265505,0,,0,,,,,,,
MID_0003,9,healthy,68513.41,57,1201.99,3181.88,0.03925,660.95,0.00705,2,0,69984.09,-0.02101,69146.35,1484.8895437259212,266.2520000000019,0.021474590397099,0.040092499999999996,0.0002600000000000033,0.0080825,-0.003830000000000001,6.994045086119094,0.9303472189971981,5.566586299815629,0.013757675504801661,0,,0,,,,,,,
MID_0003,10,healthy,80063.89,65,1231.75,3910.07,0.04283,1114.59,0.0119,3,0,68513.41,0.16859,72315.58499999999,5245.178110159828,2661.814000000001,0.07253178011471936,0.040307499999999996,0.00358,0.0095125,0.004850000000000001,4.425306015783917,0.8956618481137838,3.598857238887488,0.013776642956984626,1,,0,,,,,,,
MID_0003,11,healthy,67900.3,50,1358.01,3421.89,0.04312,757.02,0.00826,2,0,80063.89,-0.15192,71615.4225,5699.779690604264,529.9110000000015,0.07958871834519549,0.0410475,0.0002899999999999986,0.0095225,-0.003640000000000001,6.18465843842649,1.267710949095899,5.219707057256991,0.01354138627846353,0,,0,,,,,,,
MID_0003,12,healthy,62684.65,57,1099.73,2780.25,0.03682,524.95,0.00569,2,0,67900.3,-0.07681,69790.5625,7331.199565488919,-2964.987,0.10504571539144528,0.040505,-0.0063,0.008225,-0.0025700000000000002,6.13052471924984,0.9271268030720723,6.469864698646987,0.013146922862059391,0,,0,,,,,,,
MID_0003,13,healthy,64200.14,62,1035.49,2776.69,0.0356,766.8,0.00856,2,0,62684.65,0.02418,68712.245,7878.453568734155,-5280.6900000000005,0.11465865463454873,0.039592499999999996,-0.0012199999999999989,0.008602499999999999,0.00287,6.557438524302,0.8614797128095908,4.158392711131878,0.013059680354997692,0,,0,,,,,,,
MID_0003,14,healthy,68278.26,53,1288.27,2323.84,0.0264,387.96,0.00291,1,0,64200.14,0.06352,65765.8375,2757.615035622573,264.93699999999734,0.04193081302402091,0.035485,-0.0092,0.0063549999999999995,-0.0056500000000000005,5.196152422706633,1.0458859346458291,9.069048436963243,0.012531416054185297,0,,0,,,,,,,
MID_0003,15,healthy,63032.12,51,1235.92,2501.89,0.03165,1250.47,0.01674,2,1,68278.26,-0.07683,64548.792499999996,2569.4233550140602,512.0529999999999,0.039805908917262156,0.0326175,0.005249999999999998,0.008475,0.013830000000000002,4.856267428111156,0.9100963910427758,1.8905680664237496,0.0129844864683448,0,,0,,,,,,,
MID_0003,16,healthy,64953.45,47,1381.99,2575.85,0.0323,381.36,0.00255,1,0,63032.12,0.03048,65115.9925,2251.4932973380937,-298.6209999999999,0.034576656376749795,0.0314875,0.0006500000000000047,0.00769,-0.014190000000000001,6.344288770224762,1.256662999099779,12.661701293610347,0.012557295265860429,0,,0,,,,,,,
MID_0003,17,healthy,70471.22,51,1381.79,2758.33,0.03196,1044.37,0.01205,1,0,64953.45,0.08495,66683.7625,3327.4480154854896,850.0210000000013,0.0498989242761398,0.0305775,-0.00034,0.0085625,0.0095,2.516611478423588,1.3344310423084722,2.652062069537798,0.012695697710637239,0,,0,,,,,,,
MID_0003,18,healthy,79548.65,69,1152.88,3083.57,0.03284,660.15,0.00586,2,0,70471.22,0.12881,69501.36,7403.224889857112,5506.735999999998,0.10651913703200332,0.0321875,0.0008799999999999988,0.0093,-0.00619,9.848857801796107,0.8949055710371274,5.603139396007507,0.012411688993114263,1,,0,,,,,,,
MID_0003,19,healthy,62034.55,48,1292.39,3004.13,0.04033,549.09,0.00577,2,0,79548.65,-0.22017,69251.9675,7704.470893182186,32.073000000001045,0.11125273650991843,0.0343575,0.007489999999999997,0.0065575,-8.99999999999998e-05,10.307764064044154,1.0456906595896174,6.988390226997054,0.012240953551495931,0,,0,,,,,,,
MID_0003,20,healthy,64595.7,59,1094.84,3000.3,0.03786,249.6,0.001,2,0,62034.55,0.04129,69162.53,7772.777137758841,-3514.0660000000003,0.11238422217415206,0.0357475,-0.00247,0.00617,-0.00477,9.39414711402797,0.7922199147605988,37.82217782217782,0.0118425481104005,0,,0,,,,,,,
MID_0003,21,healthy,64280.64,47,1367.67,3458.93,0.04592,769.72,0.00868,2,0,64595.7,-0.00488,67614.885,8037.15442122189,-4324.287999999999,0.11886664335971324,0.039237499999999995,0.008060000000000005,0.005327500000000001,0.00768,10.372238588334408,0.9897813705411098,5.289713166685866,0.011848504921011995,0,,0,,,,,,,
MID_0003,22,healthy,75171.7,63,1193.2,4148.01,0.04865,539.83,0.00456,3,0,64280.64,0.16943,66520.64749999999,5879.025900466701,3909.6389999999983,0.0883789638454485,0.04319,0.0027299999999999963,0.0050025,-0.00412,7.973915809270459,1.0349732842967176,10.666520499890375,0.01161424292550111,1,,0,,,,,,,
MID_0003,23,healthy,65058.41,48,1355.38,3692.3,0.04888,621.19,0.00658,2,0,75171.7,-0.13454,67276.6125,5273.0753840327025,1227.9190000000017,0.07837902635116065,0.0453275,0.00023000000000000104,0.005205,0.00202,7.973915809270459,1.0487391576846,7.427442637896976,0.011528229272487239,0,,0,,,,,,,
MID_0003,24,healthy,61926.68,44,1407.42,2993.32,0.04034,772.27,0.00929,2,0,65058.41,-0.04814,66609.3575,5861.442967929623,-1717.5169999999991,0.08799729028825456,0.0459475,-0.008539999999999999,0.0072775,0.0027099999999999997,8.504900548115383,1.285502904533996,4.341836185555915,0.011564154305132905,0,,0,,,,,,,
MID_0004,1,healthy,389433.0,335,1162.49,78380.6,0.2,11077.32,0.02791,67,9,,0.0,389433.0,0.0,0.0,0.0,0.2,0.0,0.02791,0.0,0.0,1.0,7.16563362115295,0.028444738889543398,0,,0,,,,,,,
MID_0004,2,healthy,412454.89,373,1105.78,82985.98,0.2,11725.87,0.02791,74,10,389433.0,0.05912,400943.945,16278.934534730777,23021.890000000014,0.04060152232674364,0.2,0.0,0.02791,0.0,26.870057685088806,0.9512167846605132,7.16563362115295,0.028436880372356744,0,,0,,,,,,,
MID_0004,3,healthy,400063.39,386,1036.43,80537.68,0.2,16796.31,0.04143,77,16,412454.89,-0.03004,400650.4266666667,11522.166195166319,5315.195000000007,0.028758652002444457,0.2,0.0,0.03241666666666667,0.01352,26.50157228040127,0.8915603575084518,4.827303227052207,0.032946010923144115,0,,0,,,,,,,
MID_0004,4,healthy,400732.0,362,1106.99,80604.4,0.2,15636.66,0.03853,72,14,400063.39,0.00167,400670.82,9407.897716185063,2150.55,0.02348036654169521,0.2,0.0,0.033945,-0.0029,21.679483388678797,0.9522576538292803,5.190625729931743,0.034464800805787114,0,,0,,,,,,,
MID_0004,5,healthy,427984.03,324,1320.94,84103.74,0.19524,18331.89,0.04232,63,13,400732.0,0.06801,410308.5775,13085.653492165582,4725.603000000003,0.03189222504648636,0.19881000000000001,-0.004760000000000014,0.0375475,0.0037900000000000017,26.700499371110393,1.1363022477612712,4.613312539873821,0.03622850953362901,0,,0,,,,,,,
MID_0004,6,healthy,417567.79,406,1028.49,82710.46,0.19692,16854.74,0.03987,80,16,427984.03,-0.02434,411586.8025,13604.619976575059,7976.522999999992,0.03305407241900572,0.19804,0.0016800000000000148,0.040537500000000004,-0.002450000000000001,35.26565846069894,0.9301036372515329,4.9389280429384765,0.03693386717638477,0,,0,,,,,,,
MID_0004,7,healthy,412056.34,304,1355.45,82422.67,0.19879,15071.63,0.03609,60,11,417567.79,-0.0132,414585.04000000004,11353.865296514678,2355.6780000000026,0.027386095013190274,0.1977375,0.0018699999999999828,0.0392025,-0.0037800000000000056,44.97406660139448,1.3078066053664985,5.508021390374331,0.03688240244496314,0,,0,,,,,,,
MID_0004,8,healthy,406746.48,297,1369.52,81867.3,0.2,16955.35,0.04126,59,12,412056.34,-0.01289,416088.66000000003,9077.87759204762,-6922.410000000009,0.021817171350033433,0.1977375,0.0012100000000000166,0.039885,0.005170000000000001,50.155591246971994,1.2371566138808843,4.847192263881147,0.037480363864268375,0,,0,,,,,,,
MID_0004,9,healthy,424779.23,399,1064.61,80704.09,0.18879,16948.64,0.03938,75,15,406746.48,0.04433,415287.45999999996,7717.557438650306,1632.4459999999963,0.018583651523288766,0.19612500000000002,-0.011209999999999998,0.03915,-0.0018799999999999997,59.02824182824128,0.8059487940406074,4.793936162108632,0.03775875248858472,0,,0,,,,,,,
